Season,Daynum,wTeam,lTeam,Slot,Host,lat,lng,Round,Region,Team1,Team2
1990,136,1257,1225,R1Z4,salt_lake_city,40.75,-111.8833,1,Z,1257,1225
1990,136,1123,1333,R1Z5,salt_lake_city,40.75,-111.8833,1,Z,1333,1123
1990,136,1326,1344,R1Z8,salt_lake_city,40.75,-111.8833,1,Z,1344,1326
1990,137,1242,1352,R1W2,atlanta,33.755,-84.39,1,W,1352,1242
1990,137,1181,1350,R1W3,atlanta,33.755,-84.39,1,W,1350,1181
1990,137,1385,1396,R1W6,atlanta,33.755,-84.39,1,W,1396,1385
1990,137,1417,1412,R1W7,atlanta,33.755,-84.39,1,W,1417,1412
1990,137,1345,1419,R1X2,indianapolis,39.791,-86.148,1,X,1419,1345
1990,137,1207,1411,R1X3,indianapolis,39.791,-86.148,1,X,1411,1207
1990,137,1462,1243,R1X6,indianapolis,39.791,-86.148,1,X,1462,1243
1990,137,1400,1208,R1X7,indianapolis,39.791,-86.148,1,X,1400,1208
1990,137,1393,1164,R1Y2,richmond,37.5333,-77.4667,1,Y,1393,1164
1990,137,1320,1281,R1Y3,richmond,37.5333,-77.4667,1,Y,1320,1281
1990,137,1278,1431,R1Y6,richmond,37.5333,-77.4667,1,Y,1431,1278
1990,137,1438,1323,R1Y7,richmond,37.5333,-77.4667,1,Y,1438,1323
1990,137,1112,1378,R1Z2,long_beach,33.7683,-118.1956,1,Z,1378,1112
1990,137,1276,1229,R1Z3,long_beach,33.7683,-118.1956,1,Z,1276,1229
1990,137,1258,1308,R1Z6,long_beach,33.7683,-118.1956,1,Z,1308,1258
1990,137,1104,1161,R1Z7,long_beach,33.7683,-118.1956,1,Z,1161,1104
1990,138,1163,1143,R2W1,hartford,41.7627,-72.6743,2,W,1163,1143
1990,138,1155,1247,R2W4,hartford,41.7627,-72.6743,2,W,1247,1155
1990,138,1314,1328,R2X1,austin,30.25,-97.75,2,X,1328,1314
1990,138,1116,1173,R2X4,austin,30.25,-97.75,2,X,1173,1116
1990,138,1277,1364,R2Y1,knoxville,35.9728,-83.9422,2,Y,1364,1277
1990,138,1210,1261,R2Y4,knoxville,35.9728,-83.9422,2,Y,1261,1210
1990,138,1424,1326,R2Z1,salt_lake_city,40.75,-111.8833,2,Z,1424,1326
1990,138,1123,1257,R2Z4,salt_lake_city,40.75,-111.8833,2,Z,1257,1123
1990,139,1417,1242,R2W2,atlanta,33.755,-84.39,2,W,1417,1242
1990,139,1181,1385,R2W3,atlanta,33.755,-84.39,2,W,1385,1181
1990,139,1400,1345,R2X2,indianapolis,39.791,-86.148,2,X,1400,1345
1990,139,1462,1207,R2X3,indianapolis,39.791,-86.148,2,X,1462,1207
1990,139,1393,1438,R2Y2,richmond,37.5333,-77.4667,2,Y,1438,1393
1990,139,1278,1320,R2Y3,richmond,37.5333,-77.4667,2,Y,1320,1278
1990,139,1104,1112,R2Z2,long_beach,33.7683,-118.1956,2,Z,1112,1104
1990,139,1258,1276,R2Z3,long_beach,33.7683,-118.1956,2,Z,1276,1258
1990,143,1163,1155,R3W1,east_rutherford,40.8171,-74.085,3,W,1163,1155
1990,143,1181,1417,R3W2,east_rutherford,40.8171,-74.085,3,W,1417,1181
1990,143,1116,1314,R3X1,dallas,32.7767,-96.797,3,X,1314,1116
1990,143,1400,1462,R3X2,dallas,32.7767,-96.797,3,X,1462,1400
1990,144,1210,1277,R3Y1,new_orleans,29.9667,-90.05,3,Y,1277,1210
1990,144,1278,1393,R3Y2,new_orleans,29.9667,-90.05,3,Y,1393,1278
1990,144,1424,1123,R3Z1,oakland,37.8044,-122.2708,3,Z,1424,1123
1990,144,1258,1104,R3Z2,oakland,37.8044,-122.2708,3,Z,1258,1104
1990,145,1181,1163,R4W1,east_rutherford,40.8171,-74.085,4,W,1181,1163
1990,145,1116,1400,R4X1,dallas,32.7767,-96.797,4,X,1400,1116
1990,146,1210,1278,R4Y1,new_orleans,29.9667,-90.05,4,Y,1278,1210
1990,146,1424,1258,R4Z1,oakland,37.8044,-122.2708,4,Z,1424,1258
1990,152,1181,1116,R5WX,denver,39.7392,-104.9903,5,W,1181,1116
1990,152,1424,1210,R5YZ,denver,39.7392,-104.9903,5,Y,1424,1210
1990,154,1424,1181,R6CH,denver,39.7392,-104.9903,6,C,1424,1181
1991,136,1350,1393,R1W2,college_park,38.9967,-76.9275,1,W,1393,1350
1991,136,1329,1307,R1W3,college_park,38.9967,-76.9275,1,W,1329,1307
1991,136,1301,1379,R1W6,college_park,38.9967,-76.9275,1,W,1379,1301
1991,136,1396,1345,R1W7,college_park,38.9967,-76.9275,1,W,1396,1345
1991,136,1231,1157,R1X2,minneapolis,44.9778,-93.265,1,X,1231,1157
1991,136,1242,1309,R1X3,minneapolis,44.9778,-93.265,1,X,1309,1242
1991,136,1338,1208,R1X6,minneapolis,44.9778,-93.265,1,X,1338,1208
1991,136,1199,1425,R1X7,minneapolis,44.9778,-93.265,1,X,1425,1199
1991,136,1181,1419,R1Y2,louisville,38.25,-85.7667,1,Y,1419,1181
1991,136,1462,1304,R1Y3,louisville,38.25,-85.7667,1,Y,1462,1304
1991,136,1163,1261,R1Y6,louisville,38.25,-85.7667,1,Y,1261,1163
1991,136,1234,1190,R1Y7,louisville,38.25,-85.7667,1,Y,1234,1190
1991,136,1112,1384,R1Z2,salt_lake_city,40.75,-111.8833,1,Z,1384,1112
1991,136,1371,1337,R1Z3,salt_lake_city,40.75,-111.8833,1,Z,1371,1337
1991,136,1166,1308,R1Z6,salt_lake_city,40.75,-111.8833,1,Z,1308,1166
1991,136,1140,1438,R1Z7,salt_lake_city,40.75,-111.8833,1,Z,1438,1140
1991,137,1314,1318,R1W1,syracuse,43.0469,-76.1444,1,W,1318,1314
1991,137,1336,1417,R1W4,syracuse,43.0469,-76.1444,1,W,1417,1336
1991,137,1185,1280,R1W5,syracuse,43.0469,-76.1444,1,W,1280,1185
1991,137,1437,1343,R1W8,syracuse,43.0469,-76.1444,1,W,1437,1343
1991,137,1116,1209,R1X1,dayton,39.7594,-84.1917,1,X,1209,1116
1991,137,1104,1293,R1X4,dayton,39.7594,-84.1917,1,X,1293,1104
1991,137,1448,1256,R1X5,dayton,39.7594,-84.1917,1,X,1448,1256
1991,137,1113,1353,R1X8,dayton,39.7594,-84.1917,1,X,1353,1113
1991,137,1326,1406,R1Y1,atlanta,33.755,-84.39,1,Y,1406,1326
1991,137,1385,1296,R1Y4,atlanta,33.755,-84.39,1,Y,1385,1296
1991,137,1400,1389,R1Y5,atlanta,33.755,-84.39,1,Y,1400,1389
1991,137,1210,1177,R1Y8,atlanta,33.755,-84.39,1,Y,1210,1177
1991,137,1424,1285,R1Z1,tucson,32.2217,-110.9264,1,Z,1424,1285
1991,137,1428,1375,R1Z4,tucson,32.2217,-110.9264,1,Z,1428,1375
1991,137,1277,1453,R1Z5,tucson,32.2217,-110.9264,1,Z,1453,1277
1991,137,1207,1435,R1Z8,tucson,32.2217,-110.9264,1,Z,1435,1207
1991,138,1396,1350,R2W2,college_park,38.9967,-76.9275,2,W,1396,1350
1991,138,1329,1301,R2W3,college_park,38.9967,-76.9275,2,W,1329,1301
1991,138,1231,1199,R2X2,minneapolis,44.9778,-93.265,2,X,1231,1199
1991,138,1242,1338,R2X3,minneapolis,44.9778,-93.265,2,X,1338,1242
1991,138,1181,1234,R2Y2,louisville,38.25,-85.7667,2,Y,1234,1181
1991,138,1163,1462,R2Y3,louisville,38.25,-85.7667,2,Y,1462,1163
1991,138,1112,1140,R2Z2,salt_lake_city,40.75,-111.8833,2,Z,1140,1112
1991,138,1371,1166,R2Z3,salt_lake_city,40.75,-111.8833,2,Z,1371,1166
1991,139,1314,1437,R2W1,syracuse,43.0469,-76.1444,2,W,1437,1314
1991,139,1185,1336,R2W4,syracuse,43.0469,-76.1444,2,W,1336,1185
1991,139,1116,1113,R2X1,dayton,39.7594,-84.1917,2,X,1116,1113
1991,139,1104,1448,R2X4,dayton,39.7594,-84.1917,2,X,1448,1104
1991,139,1326,1210,R2Y1,atlanta,33.755,-84.39,2,Y,1326,1210
1991,139,1385,1400,R2Y4,atlanta,33.755,-84.39,2,Y,1400,1385
1991,139,1424,1207,R2Z1,tucson,32.2217,-110.9264,2,Z,1424,1207
1991,139,1428,1277,R2Z4,tucson,32.2217,-110.9264,2,Z,1428,1277
1991,143,1116,1104,R3X1,pontiac,42.6461,-83.2925,3,X,1116,1104
1991,143,1242,1231,R3X2,pontiac,42.6461,-83.2925,3,X,1242,1231
1991,143,1424,1428,R3Z1,seattle,47.6097,-122.3331,3,Z,1428,1424
1991,143,1371,1112,R3Z2,seattle,47.6097,-122.3331,3,Z,1371,1112
1991,144,1314,1185,R3W1,east_rutherford,40.8171,-74.085,3,W,1314,1185
1991,144,1396,1329,R3W2,east_rutherford,40.8171,-74.085,3,W,1396,1329
1991,144,1385,1326,R3Y1,charlotte,35.2269,-80.8433,3,Y,1385,1326
1991,144,1181,1163,R3Y2,charlotte,35.2269,-80.8433,3,Y,1181,1163
1991,145,1242,1116,R4X1,pontiac,42.6461,-83.2925,4,X,1242,1116
1991,145,1424,1371,R4Z1,seattle,47.6097,-122.3331,4,Z,1424,1371
1991,146,1314,1396,R4W1,east_rutherford,40.8171,-74.085,4,W,1396,1314
1991,146,1181,1385,R4Y1,charlotte,35.2269,-80.8433,4,Y,1385,1181
1991,152,1242,1314,R5WX,indianapolis,39.791,-86.148,5,W,1314,1242
1991,152,1181,1424,R5YZ,indianapolis,39.791,-86.148,5,Y,1424,1181
1991,154,1181,1242,R6CH,indianapolis,39.791,-86.148,6,C,1242,1181
1992,136,1181,1144,R1W1,greensboro,36.08,-79.8194,1,W,1181,1144
1992,136,1371,1247,R1W4,greensboro,36.08,-79.8194,1,W,1371,1247
1992,136,1281,1452,R1W5,greensboro,36.08,-79.8194,1,W,1452,1281
1992,136,1234,1400,R1W8,greensboro,36.08,-79.8194,1,W,1400,1234
1992,136,1231,1183,R1X2,milwaukee,43.05,-87.95,1,X,1231,1183
1992,136,1199,1285,R1X3,milwaukee,43.05,-87.95,1,X,1285,1199
1992,136,1207,1378,R1X6,milwaukee,43.05,-87.95,1,X,1378,1207
1992,136,1261,1140,R1X7,milwaukee,43.05,-87.95,1,X,1261,1140
1992,136,1425,1419,R1Y2,atlanta,33.755,-84.39,1,Y,1425,1419
1992,136,1116,1293,R1Y3,atlanta,33.755,-84.39,1,Y,1293,1116
1992,136,1272,1337,R1Y6,atlanta,33.755,-84.39,1,Y,1337,1272
1992,136,1210,1222,R1Y7,atlanta,33.755,-84.39,1,Y,1222,1210
1992,136,1326,1290,R1Z1,tempe,33.4294,-111.9431,1,Z,1326,1290
1992,136,1314,1275,R1Z4,tempe,33.4294,-111.9431,1,Z,1314,1275
1992,136,1104,1390,R1Z5,tempe,33.4294,-111.9431,1,Z,1390,1104
1992,136,1163,1304,R1Z8,tempe,33.4294,-111.9431,1,Z,1304,1163
1992,137,1246,1330,R1W2,worcester,42.2667,-71.8,1,W,1330,1246
1992,137,1269,1200,R1W3,worcester,42.2667,-71.8,1,W,1269,1200
1992,137,1393,1343,R1W6,worcester,42.2667,-71.8,1,W,1393,1343
1992,137,1235,1150,R1W7,worcester,42.2667,-71.8,1,W,1235,1150
1992,137,1417,1352,R1X1,dayton,39.7594,-84.1917,1,X,1417,1352
1992,137,1418,1328,R1X4,dayton,39.7594,-84.1917,1,X,1418,1328
1992,137,1308,1177,R1X5,dayton,39.7594,-84.1917,1,X,1308,1177
1992,137,1257,1448,R1X8,dayton,39.7594,-84.1917,1,X,1448,1257
1992,137,1242,1224,R1Y1,cincinnati,39.1,-84.5167,1,Y,1242,1224
1992,137,1153,1174,R1Y4,cincinnati,39.1,-84.5167,1,Y,1174,1153
1992,137,1277,1283,R1Y5,cincinnati,39.1,-84.5167,1,Y,1283,1277
1992,137,1431,1191,R1Y8,cincinnati,39.1,-84.5167,1,Y,1431,1191
1992,137,1329,1204,R1Z2,boise,43.6167,-116.2,1,Z,1329,1204
1992,137,1190,1112,R1Z3,boise,43.6167,-116.2,1,Z,1190,1112
1992,137,1276,1396,R1Z6,boise,43.6167,-116.2,1,Z,1396,1276
1992,137,1408,1385,R1Z7,boise,43.6167,-116.2,1,Z,1408,1385
1992,138,1181,1234,R2W1,greensboro,36.08,-79.8194,2,W,1234,1181
1992,138,1371,1281,R2W4,greensboro,36.08,-79.8194,2,W,1371,1281
1992,138,1231,1261,R2X2,milwaukee,43.05,-87.95,2,X,1261,1231
1992,138,1199,1207,R2X3,milwaukee,43.05,-87.95,2,X,1207,1199
1992,138,1210,1425,R2Y2,atlanta,33.755,-84.39,2,Y,1425,1210
1992,138,1272,1116,R2Y3,atlanta,33.755,-84.39,2,Y,1272,1116
1992,138,1326,1163,R2Z1,tempe,33.4294,-111.9431,2,Z,1326,1163
1992,138,1314,1104,R2Z4,tempe,33.4294,-111.9431,2,Z,1314,1104
1992,139,1246,1235,R2W2,worcester,42.2667,-71.8,2,W,1246,1235
1992,139,1269,1393,R2W3,worcester,42.2667,-71.8,2,W,1393,1269
1992,139,1417,1257,R2X1,dayton,39.7594,-84.1917,2,X,1417,1257
1992,139,1308,1418,R2X4,dayton,39.7594,-84.1917,2,X,1418,1308
1992,139,1431,1242,R2Y1,cincinnati,39.1,-84.5167,2,Y,1431,1242
1992,139,1153,1277,R2Y4,cincinnati,39.1,-84.5167,2,Y,1277,1153
1992,139,1329,1408,R2Z2,boise,43.6167,-116.2,2,Z,1408,1329
1992,139,1276,1190,R2Z3,boise,43.6167,-116.2,2,Z,1276,1190
1992,143,1181,1371,R3W1,philadelphia,39.95,-75.1667,3,W,1371,1181
1992,143,1246,1269,R3W2,philadelphia,39.95,-75.1667,3,W,1269,1246
1992,143,1417,1308,R3X1,kansas_city,39.0997,-94.5783,3,X,1417,1308
1992,143,1231,1199,R3X2,kansas_city,39.0997,-94.5783,3,X,1231,1199
1992,144,1153,1431,R3Y1,lexington,38.0297,-84.4947,3,Y,1431,1153
1992,144,1272,1210,R3Y2,lexington,38.0297,-84.4947,3,Y,1272,1210
1992,144,1326,1314,R3Z1,albuquerque,35.1107,-106.61,3,Z,1326,1314
1992,144,1276,1329,R3Z2,albuquerque,35.1107,-106.61,3,Z,1329,1276
1992,145,1181,1246,R4W1,philadelphia,39.95,-75.1667,4,W,1246,1181
1992,145,1231,1417,R4X1,kansas_city,39.0997,-94.5783,4,X,1417,1231
1992,146,1153,1272,R4Y1,lexington,38.0297,-84.4947,4,Y,1272,1153
1992,146,1276,1326,R4Z1,albuquerque,35.1107,-106.61,4,Z,1326,1276
1992,152,1181,1231,R5WX,minneapolis,44.9778,-93.265,5,W,1231,1181
1992,152,1276,1153,R5YZ,minneapolis,44.9778,-93.265,5,Y,1276,1153
1992,154,1181,1276,R6CH,minneapolis,44.9778,-93.265,6,C,1276,1181
1993,136,1314,1187,R1W1,winstonsalem,36.1028,-80.2605,1,W,1314,1187
1993,136,1116,1221,R1W4,winstonsalem,36.1028,-80.2605,1,W,1221,1116
1993,136,1385,1403,R1W5,winstonsalem,36.1028,-80.2605,1,W,1403,1385
1993,136,1348,1345,R1W8,winstonsalem,36.1028,-80.2605,1,W,1348,1345
1993,136,1242,1123,R1X2,rosemont,41.9908,-87.8739,1,X,1242,1123
1993,136,1181,1356,R1X3,rosemont,41.9908,-87.8739,1,X,1356,1181
1993,136,1143,1261,R1X6,rosemont,41.9908,-87.8739,1,X,1261,1143
1993,136,1140,1374,R1X7,rosemont,41.9908,-87.8739,1,X,1374,1140
1993,136,1371,1398,R1Y2,orlando,28.4158,-81.2989,1,Y,1398,1371
1993,136,1199,1191,R1Y3,orlando,28.4158,-81.2989,1,Y,1199,1191
1993,136,1408,1243,R1Y6,orlando,28.4158,-81.2989,1,Y,1408,1243
1993,136,1443,1272,R1Y7,orlando,28.4158,-81.2989,1,Y,1443,1272
1993,136,1365,1112,R1Z2,salt_lake_city,40.75,-111.8833,1,Z,1365,1112
1993,136,1435,1129,R1Z3,salt_lake_city,40.75,-111.8833,1,Z,1435,1129
1993,136,1228,1253,R1Z6,salt_lake_city,40.75,-111.8833,1,Z,1253,1228
1993,136,1396,1281,R1Z7,salt_lake_city,40.75,-111.8833,1,Z,1396,1281
1993,137,1153,1164,R1W2,syracuse,43.0469,-76.1444,1,W,1164,1153
1993,137,1269,1335,R1W3,syracuse,43.0469,-76.1444,1,W,1335,1269
1993,137,1438,1264,R1W6,syracuse,43.0469,-76.1444,1,W,1438,1264
1993,137,1308,1304,R1W7,syracuse,43.0469,-76.1444,1,W,1308,1304
1993,137,1231,1460,R1X1,indianapolis,39.791,-86.148,1,X,1460,1231
1993,137,1257,1174,R1X4,indianapolis,39.791,-86.148,1,X,1257,1174
1993,137,1329,1266,R1X5,indianapolis,39.791,-86.148,1,X,1329,1266
1993,137,1462,1309,R1X8,indianapolis,39.791,-86.148,1,X,1462,1309
1993,137,1246,1351,R1Y1,nashville,36.1667,-86.7833,1,Y,1351,1246
1993,137,1234,1419,R1Y4,nashville,36.1667,-86.7833,1,Y,1419,1234
1993,137,1448,1151,R1Y5,nashville,36.1667,-86.7833,1,Y,1448,1151
1993,137,1428,1338,R1Y8,nashville,36.1667,-86.7833,1,Y,1428,1338
1993,137,1276,1157,R1Z1,tucson,32.2217,-110.9264,1,Z,1276,1157
1993,137,1380,1210,R1Z4,tucson,32.2217,-110.9264,1,Z,1380,1210
1993,137,1203,1307,R1Z5,tucson,32.2217,-110.9264,1,Z,1307,1203
1993,137,1417,1235,R1Z8,tucson,32.2217,-110.9264,1,Z,1417,1235
1993,138,1314,1348,R2W1,winstonsalem,36.1028,-80.2605,2,W,1348,1314
1993,138,1116,1385,R2W4,winstonsalem,36.1028,-80.2605,2,W,1385,1116
1993,138,1242,1140,R2X2,rosemont,41.9908,-87.8739,2,X,1242,1140
1993,138,1143,1181,R2X3,rosemont,41.9908,-87.8739,2,X,1181,1143
1993,138,1443,1371,R2Y2,orlando,28.4158,-81.2989,2,Y,1443,1371
1993,138,1199,1408,R2Y3,orlando,28.4158,-81.2989,2,Y,1408,1199
1993,138,1396,1365,R2Z2,salt_lake_city,40.75,-111.8833,2,Z,1396,1365
1993,138,1435,1228,R2Z3,salt_lake_city,40.75,-111.8833,2,Z,1435,1228
1993,139,1153,1308,R2W2,syracuse,43.0469,-76.1444,2,W,1308,1153
1993,139,1438,1269,R2W3,syracuse,43.0469,-76.1444,2,W,1438,1269
1993,139,1231,1462,R2X1,indianapolis,39.791,-86.148,2,X,1462,1231
1993,139,1257,1329,R2X4,indianapolis,39.791,-86.148,2,X,1329,1257
1993,139,1246,1428,R2Y1,nashville,36.1667,-86.7833,2,Y,1428,1246
1993,139,1448,1234,R2Y4,nashville,36.1667,-86.7833,2,Y,1448,1234
1993,139,1276,1417,R2Z1,tucson,32.2217,-110.9264,2,Z,1417,1276
1993,139,1203,1380,R2Z4,tucson,32.2217,-110.9264,2,Z,1380,1203
1993,143,1231,1257,R3X1,st_louis,38.6272,-90.1978,3,X,1257,1231
1993,143,1242,1143,R3X2,st_louis,38.6272,-90.1978,3,X,1242,1143
1993,143,1246,1448,R3Y1,charlotte,35.2269,-80.8433,3,Y,1448,1246
1993,143,1199,1443,R3Y2,charlotte,35.2269,-80.8433,3,Y,1443,1199
1993,144,1314,1116,R3W1,east_rutherford,40.8171,-74.085,3,W,1314,1116
1993,144,1153,1438,R3W2,east_rutherford,40.8171,-74.085,3,W,1438,1153
1993,144,1276,1203,R3Z1,seattle,47.6097,-122.3331,3,Z,1276,1203
1993,144,1396,1435,R3Z2,seattle,47.6097,-122.3331,3,Z,1435,1396
1993,145,1242,1231,R4X1,st_louis,38.6272,-90.1978,4,X,1242,1231
1993,145,1246,1199,R4Y1,charlotte,35.2269,-80.8433,4,Y,1246,1199
1993,146,1314,1153,R4W1,east_rutherford,40.8171,-74.085,4,W,1314,1153
1993,146,1276,1396,R4Z1,seattle,47.6097,-122.3331,4,Z,1396,1276
1993,152,1314,1242,R5WX,new_orleans,29.9667,-90.05,5,W,1314,1242
1993,152,1276,1246,R5YZ,new_orleans,29.9667,-90.05,5,Y,1276,1246
1993,154,1314,1276,R6CH,new_orleans,29.9667,-90.05,6,C,1314,1276
1994,136,1163,1351,R1W2,uniondale,40.7031,-73.5911,1,W,1351,1163
1994,136,1196,1241,R1W3,uniondale,40.7031,-73.5911,1,W,1241,1196
1994,136,1335,1304,R1W6,uniondale,40.7031,-73.5911,1,W,1335,1304
1994,136,1203,1412,R1W7,uniondale,40.7031,-73.5911,1,W,1412,1203
1994,136,1345,1416,R1X1,oklahoma_city,35.4822,-97.535,1,X,1416,1345
1994,136,1242,1151,R1X4,oklahoma_city,35.4822,-97.535,1,X,1242,1151
1994,136,1448,1158,R1X5,oklahoma_city,35.4822,-97.535,1,X,1448,1158
1994,136,1104,1344,R1X8,oklahoma_city,35.4822,-97.535,1,X,1344,1104
1994,136,1269,1402,R1Y2,st_petersburg,27.7731,-82.64,1,Y,1402,1269
1994,136,1276,1337,R1Y3,st_petersburg,27.7731,-82.64,1,Y,1337,1276
1994,136,1400,1443,R1Y6,st_petersburg,27.7731,-82.64,1,Y,1443,1400
1994,136,1268,1387,R1Y7,st_petersburg,27.7731,-82.64,1,Y,1387,1268
1994,136,1281,1298,R1Z1,ogden,41.2278,-111.9611,1,Z,1298,1281
1994,136,1393,1218,R1Z4,ogden,41.2278,-111.9611,1,Z,1393,1218
1994,136,1453,1143,R1Z5,ogden,41.2278,-111.9611,1,Z,1453,1143
1994,136,1458,1153,R1Z8,ogden,41.2278,-111.9611,1,Z,1458,1153
1994,137,1314,1251,R1W1,landover,38.9333,-76.9,1,W,1314,1251
1994,137,1396,1180,R1W4,landover,38.9333,-76.9,1,W,1396,1180
1994,137,1231,1325,R1W5,landover,38.9333,-76.9,1,W,1325,1231
1994,137,1130,1450,R1W8,landover,38.9333,-76.9,1,W,1450,1130
1994,137,1181,1411,R1X2,wichita,37.6889,-97.3361,1,X,1411,1181
1994,137,1246,1398,R1X3,wichita,37.6889,-97.3361,1,X,1398,1246
1994,137,1266,1418,R1X6,wichita,37.6889,-97.3361,1,X,1418,1266
1994,137,1277,1371,R1X7,wichita,37.6889,-97.3361,1,X,1371,1277
1994,137,1116,1299,R1Y1,lexington,38.0297,-84.4947,1,Y,1299,1116
1994,137,1329,1308,R1Y4,lexington,38.0297,-84.4947,1,Y,1329,1308
1994,137,1409,1417,R1Y5,lexington,38.0297,-84.4947,1,Y,1417,1409
1994,137,1207,1228,R1Y8,lexington,38.0297,-84.4947,1,Y,1228,1207
1994,137,1112,1259,R1Z2,sacramento,38.5556,-121.4689,1,Z,1259,1112
1994,137,1257,1129,R1Z3,sacramento,38.5556,-121.4689,1,Z,1257,1129
1994,137,1278,1356,R1Z6,sacramento,38.5556,-121.4689,1,Z,1356,1278
1994,137,1438,1307,R1Z7,sacramento,38.5556,-121.4689,1,Z,1438,1307
1994,138,1163,1203,R2W2,uniondale,40.7031,-73.5911,2,W,1203,1163
1994,138,1196,1335,R2W3,uniondale,40.7031,-73.5911,2,W,1335,1196
1994,138,1345,1104,R2X1,oklahoma_city,35.4822,-97.535,2,X,1345,1104
1994,138,1242,1448,R2X4,oklahoma_city,35.4822,-97.535,2,X,1448,1242
1994,138,1268,1269,R2Y2,st_petersburg,27.7731,-82.64,2,Y,1269,1268
1994,138,1276,1400,R2Y3,st_petersburg,27.7731,-82.64,2,Y,1400,1276
1994,138,1281,1458,R2Z1,ogden,41.2278,-111.9611,2,Z,1458,1281
1994,138,1393,1453,R2Z4,ogden,41.2278,-111.9611,2,Z,1453,1393
1994,139,1130,1314,R2W1,landover,38.9333,-76.9,2,W,1314,1130
1994,139,1231,1396,R2W4,landover,38.9333,-76.9,2,W,1396,1231
1994,139,1181,1277,R2X2,wichita,37.6889,-97.3361,2,X,1277,1181
1994,139,1266,1246,R2X3,wichita,37.6889,-97.3361,2,X,1266,1246
1994,139,1116,1207,R2Y1,lexington,38.0297,-84.4947,2,Y,1207,1116
1994,139,1409,1329,R2Y4,lexington,38.0297,-84.4947,2,Y,1409,1329
1994,139,1112,1438,R2Z2,sacramento,38.5556,-121.4689,2,Z,1438,1112
1994,139,1257,1278,R2Z3,sacramento,38.5556,-121.4689,2,Z,1278,1257
1994,143,1345,1242,R3X1,dallas,32.7767,-96.797,3,X,1345,1242
1994,143,1181,1266,R3X2,dallas,32.7767,-96.797,3,X,1266,1181
1994,143,1281,1393,R3Z1,los_angeles,34.05,-118.25,3,Z,1393,1281
1994,143,1112,1257,R3Z2,los_angeles,34.05,-118.25,3,Z,1257,1112
1994,144,1130,1231,R3W1,miami,25.7877,-80.2241,3,W,1231,1130
1994,144,1196,1163,R3W2,miami,25.7877,-80.2241,3,W,1196,1163
1994,144,1116,1409,R3Y1,knoxville,35.9728,-83.9422,3,Y,1409,1116
1994,144,1276,1268,R3Y2,knoxville,35.9728,-83.9422,3,Y,1276,1268
1994,145,1181,1345,R4X1,dallas,32.7767,-96.797,4,X,1345,1181
1994,145,1112,1281,R4Z1,los_angeles,34.05,-118.25,4,Z,1281,1112
1994,146,1196,1130,R4W1,miami,25.7877,-80.2241,4,W,1196,1130
1994,146,1116,1276,R4Y1,knoxville,35.9728,-83.9422,4,Y,1276,1116
1994,152,1181,1196,R5WX,charlotte,35.2269,-80.8433,5,W,1196,1181
1994,152,1116,1112,R5YZ,charlotte,35.2269,-80.8433,5,Y,1116,1112
1994,154,1116,1181,R6CH,charlotte,35.2269,-80.8433,6,C,1181,1116
1995,136,1448,1299,R1W1,baltimore,39.2833,-76.6167,1,W,1448,1299
1995,136,1329,1180,R1W4,baltimore,39.2833,-76.6167,1,W,1329,1180
1995,136,1104,1335,R1W5,baltimore,39.2833,-76.6167,1,W,1335,1104
1995,136,1387,1278,R1W8,baltimore,39.2833,-76.6167,1,W,1387,1278
1995,136,1163,1151,R1X2,austin,30.25,-97.75,1,X,1163,1151
1995,136,1268,1211,R1X3,austin,30.25,-97.75,1,X,1268,1211
1995,136,1400,1332,R1X6,austin,30.25,-97.75,1,X,1400,1332
1995,136,1153,1396,R1X7,austin,30.25,-97.75,1,X,1396,1153
1995,136,1242,1159,R1Y1,memphis,35.1174,-89.9711,1,Y,1242,1159
1995,136,1438,1311,R1Y4,memphis,35.1174,-89.9711,1,Y,1438,1311
1995,136,1275,1112,R1Y5,memphis,35.1174,-89.9711,1,Y,1275,1112
1995,136,1443,1276,R1Y8,memphis,35.1174,-89.9711,1,Y,1443,1276
1995,136,1246,1291,R1Z1,boise,43.6167,-116.2,1,Z,1291,1246
1995,136,1264,1328,R1Z4,boise,43.6167,-116.2,1,Z,1328,1264
1995,136,1113,1123,R1Z5,boise,43.6167,-116.2,1,Z,1123,1113
1995,136,1408,1140,R1Z8,boise,43.6167,-116.2,1,Z,1408,1140
1995,137,1269,1389,R1W2,albany,42.6525,-73.7572,1,W,1389,1269
1995,137,1330,1437,R1W3,albany,42.6525,-73.7572,1,W,1437,1330
1995,137,1409,1228,R1W6,albany,42.6525,-73.7572,1,W,1409,1228
1995,137,1390,1150,R1W7,albany,42.6525,-73.7572,1,W,1390,1150
1995,137,1417,1198,R1X1,dayton,39.7594,-84.1917,1,X,1417,1198
1995,137,1428,1253,R1X4,dayton,39.7594,-84.1917,1,X,1428,1253
1995,137,1280,1365,R1X5,dayton,39.7594,-84.1917,1,X,1365,1280
1995,137,1281,1231,R1X8,dayton,39.7594,-84.1917,1,X,1281,1231
1995,137,1116,1411,R1Y2,tallahassee,30.455,-84.2533,1,Y,1411,1116
1995,137,1345,1453,R1Y3,tallahassee,30.455,-84.2533,1,Y,1453,1345
1995,137,1272,1257,R1Y6,tallahassee,30.455,-84.2533,1,Y,1272,1257
