CityId,City,State,LatHost,LngHost,ElevationMetersHost,TimezoneName,UTCOffsetHours
4318,South Bend,IN,41.6763545,-86.2519898,215.9745636,Eastern Daylight Time,-4
4319,South Korea,SK,35.907757,127.766922,561.034668,Korean Standard Time,9
4320,South Orange,NJ,40.7489277,-74.2609903,42.45837021,Eastern Daylight Time,-4
4321,South Padre Island,TX,26.1118401,-97.1681257,1.122702479,Central Daylight Time,-5
4322,Southaven,MS,34.9918587,-90.0022958,101.7129669,Central Daylight Time,-5
4323,Spartanburg,SC,34.9495672,-81.9320482,245.4862976,Eastern Daylight Time,-4
4324,Spokane,WA,47.6587802,-117.4260465,571.0994873,Pacific Daylight Time,-7
4325,Springfield,IL,39.7817213,-89.6501481,183.1135864,Central Daylight Time,-5
4326,Springfield,MA,42.1014831,-72.589811,20.62252998,Eastern Daylight Time,-4
4327,Springfield,MO,37.2089572,-93.2922989,398.271637,Central Daylight Time,-5
4328,St. Bonaventure,NY,42.0803426,-78.4750213,435.2680969,Eastern Daylight Time,-4
4329,St. Louis,MO,38.6270025,-90.1994042,140.9563293,Central Daylight Time,-5
4330,St. Thomas,VI,18.3380965,-64.8940946,49.19923401,Atlantic Standard Time,-4
4331,Stanford,CA,37.424106,-122.1660756,29.29935455,Pacific Daylight Time,-7
4332,Starkville,MS,33.4503998,-88.8183872,102.3075638,Central Daylight Time,-5
4333,Staten Island,NY,40.5795317,-74.1502007,31.73577309,Eastern Daylight Time,-4
4334,Statesboro,GA,32.4487876,-81.7831674,77.67086792,Eastern Daylight Time,-4
4335,Stillwater,OK,36.1156071,-97.0583681,273.3434753,Central Daylight Time,-5
4336,Stockton,CA,37.9577016,-121.2907796,4.496073246,Pacific Daylight Time,-7
4337,Stony Brook,NY,40.9256538,-73.1409429,26.97613716,Eastern Daylight Time,-4
4338,Storrs,CT,41.8084314,-72.2495231,181.9477539,Eastern Daylight Time,-4
4339,Sunrise,FL,26.1669711,-80.256595,2.483451128,Eastern Daylight Time,-4
4340,Syracuse,NY,43.0481221,-76.1474244,121.3621368,Eastern Daylight Time,-4
4341,Tallahassee,FL,30.4382559,-84.2807329,62.17602158,Eastern Daylight Time,-4
4342,Tampa,FL,27.950575,-82.4571776,6.090157509,Eastern Daylight Time,-4
4343,Tempe,AZ,33.4255104,-111.9400054,354.3406982,Mountain Standard Time,-7
4344,Terre Haute,IN,39.4667034,-87.4139092,152.7464294,Eastern Daylight Time,-4
4345,Thibodaux,LA,29.7957633,-90.822871,3.829963923,Central Daylight Time,-5
4346,Toledo,OH,41.6528052,-83.5378674,178.5460358,Eastern Daylight Time,-4
4347,Tortola,VI,18.4334704,-64.6332782,292.7323914,Atlantic Standard Time,-4
4348,Towson,MD,39.4014955,-76.6019125,141.2901459,Eastern Daylight Time,-4
4349,Troy,AL,31.8087678,-85.969951,163.9822693,Central Daylight Time,-5
4350,Tucson,AZ,32.2226066,-110.9747108,724.8308716,Mountain Standard Time,-7
4351,Tulsa,OK,36.1539816,-95.992775,219.3077087,Central Daylight Time,-5
4352,Tupelo,MS,34.2576066,-88.7033859,84.05651093,Central Daylight Time,-5
4353,Tuscaloosa,AL,33.2098407,-87.5691735,69.08901215,Central Daylight Time,-5
4354,Uncasville,CT,41.4316905,-72.1100945,24.8078537,Eastern Daylight Time,-4
4355,University Park,PA,40.8147955,-77.8653126,349.1013184,Eastern Daylight Time,-4
4356,USAF Academy,CO,38.9983094,-104.8613176,2108.500488,Mountain Daylight Time,-6
4357,Valparaiso,IN,41.4730948,-87.0611412,242.7269287,Central Daylight Time,-5
4358,Vancouver,BC,49.2827291,-123.1207375,31.52193451,Pacific Daylight Time,-7
4359,Vermillion,SD,42.7794417,-96.9292104,372.484375,Central Daylight Time,-5
4360,Vestal,NY,42.0855898,-76.053575,252.19841,Eastern Daylight Time,-4
4361,Villanova,PA,40.0375832,-75.3491813,121.602478,Eastern Daylight Time,-4
4362,Waco,TX,31.549333,-97.1466695,143.4179993,Central Daylight Time,-5
4363,Washington,DC,38.9071923,-77.0368707,22.01889229,Eastern Daylight Time,-4
4364,West Hartford,CT,41.7620842,-72.7420151,38.78234482,Eastern Daylight Time,-4
4365,West Lafayette,IN,40.4258686,-86.9080655,185.9382782,Eastern Daylight Time,-4
4366,West Long Branch,NJ,40.2903891,-74.0176381,7.187990665,Eastern Daylight Time,-4
4367,West Point,NY,41.3914827,-73.9559721,47.15736008,Eastern Daylight Time,-4
4368,Wichita,KS,37.6871761,-97.330053,399.955658,Central Daylight Time,-5
4369,Williamsburg,VA,37.2707022,-76.7074571,25.96640587,Eastern Daylight Time,-4
4370,Wilmington,NC,34.2103894,-77.8868117,12.58986759,Eastern Daylight Time,-4
4371,Winston-Salem,NC,36.0998596,-80.244216,278.0033569,Eastern Daylight Time,-4
4372,Worcester,MA,42.2625932,-71.8022934,147.031601,Eastern Daylight Time,-4
4373,Youngstown,OH,41.0997803,-80.6495194,261.4975586,Eastern Daylight Time,-4
4374,Ypsilanti,MI,42.2411499,-83.6129939,221.1799316,Eastern Daylight Time,-4
4376,Biloxi,MS,30.3960318,-88.8853078,6.167840958,Central Daylight Time,-5
4382,Freeport,BA,26.5416093,-78.6455475,5.805194378,Eastern Daylight Time,-4
4383,Guaynabo,PR,18.3615548,-66.1110682,38.98093796,Atlantic Standard Time,-4
4385,Laie,HI,21.6482858,-157.9225549,1.517265439,Hawaii-Aleutian Standard Time,-10
4387,Moline,IL,41.5067003,-90.5151342,176.5871429,Central Daylight Time,-5
4389,New York City,NY,40.7127753,-74.0059728,13.36520863,Eastern Daylight Time,-4
4390,North Charleston,SC,32.8546197,-79.9748103,5.40067482,Eastern Daylight Time,-4
4391,Ocala,FL,29.1871986,-82.1400923,21.13623238,Eastern Daylight Time,-4
4392,Panama City,FL,30.1588129,-85.6602058,7.70750761,Central Daylight Time,-5
4396,St. Charles,MO,38.7881062,-90.4974359,174.8659668,Central Daylight Time,-5
4399,Trujillo Alto,PR,18.3563169,-66.0033838,18.93695259,Atlantic Standard Time,-4
4402,Upper Marlboro,MD,38.8159473,-76.7496909,8.071707726,Eastern Daylight Time,-4
4403,Wailuku,HI,20.8911111,-156.5047222,76.25061035,Hawaii-Aleutian Standard Time,-10
4404,Winter Park,FL,28.5999998,-81.3392352,29.53255081,Eastern Daylight Time,-4
4406,Garden City,NY,40.7267682,-73.6342954,27.02047157,Eastern Daylight Time,-4
4407,Great Falls,MT,47.5052849,-111.3007715,1015.653198,Mountain Daylight Time,-6
4408,Reading,PA,40.3356483,-75.9268747,78.0268631,Eastern Daylight Time,-4
4409,Uniondale,NY,40.7003793,-73.5929056,16.29815292,Eastern Daylight Time,-4
4410,Belfast,IR,54.597285,-5.93012,3.780737638,Greenwich Mean Time,0
4412,Montego Bay,JA,18.4762228,-77.8938895,122.6492996,Eastern Standard Time,-5
4413,Nassau,BA,25.0479835,-77.355413,6.237915516,Eastern Daylight Time,-4
4414,Frisco,TX,33.1506744,-96.8236116,213.8687439,Central Daylight Time,-5
4415,Grand Cayman,CI,19.3221698,-81.2408689,5.949333668,Eastern Standard Time,-5
4416,Miami Shores,FL,25.8631515,-80.1928253,2.349578381,Eastern Daylight Time,-4
4417,Midland,MI,43.6155825,-84.2472116,191.6049805,Eastern Daylight Time,-4
4421,Alexandria,LA,31.3112936,-92.4451371,23.29683113,Central Daylight Time,-5
4422,Bimini,BA,41.085639,-74.147225,90.57415771,Eastern Daylight Time,-4
4423,Bloomington,IL,40.4842027,-88.9936873,242.6186829,Central Daylight Time,-5
4424,Carolina,PR,18.3803255,-65.9626213,20.90231323,Atlantic Standard Time,-4
4425,Clarksdale,MS,34.2001086,-90.5709323,53.78055191,Central Daylight Time,-5
4426,Cupertino,CA,37.3229978,-122.0321823,72.46079254,Pacific Daylight Time,-7
4427,Davie,FL,26.0764783,-80.2521157,1.952768207,Eastern Daylight Time,-4
4428,East Peoria,IL,40.666149,-89.5800978,140.561264,Central Daylight Time,-5
4429,Fort Lauderdale,FL,26.1224386,-80.1373174,1.475898504,Eastern Daylight Time,-4
4430,Fort Mill,SC,35.0073697,-80.9450759,189.5145569,Eastern Daylight Time,-4
4431,Grand Rapids,MI,42.9633599,-85.6680863,194.924469,Eastern Daylight Time,-4
4432,Hilo,HI,19.7241106,-155.0868193,6.28553915,Hawaii-Aleutian Standard Time,-10
4433,Houma,LA,29.5957696,-90.7195348,2.774774551,Central Daylight Time,-5
4434,Jennings,LA,30.2224284,-92.657085,8.032985687,Central Daylight Time,-5
4435,Kennewick,WA,46.2086683,-119.119948,114.6648865,Pacific Daylight Time,-7
4436,Livonia,MI,42.36837,-83.3527097,194.4599152,Eastern Daylight Time,-4
4437,Lucaya,BA,26.5096,78.6417,154.6949005,India Standard Time,5.5
4438,Melbourne,FL,28.0836269,-80.6081089,6.213834763,Eastern Daylight Time,-4
4439,Moorehead,MS,33.4501195,-90.5056427,36.35701752,Central Daylight Time,-5
4440,Mt. Pleasant,SC,32.8323225,-79.8284258,6.02774334,Eastern Daylight Time,-4
4441,Niagara University,NY,43.1365152,-79.0353197,180.5630493,Eastern Daylight Time,-4
4442,Toronto,ON,43.653226,-79.3831843,91.72267914,Eastern Daylight Time,-4
4443,West Palm Beach,FL,26.7153424,-80.0533746,3.819226027,Eastern Daylight Time,-4
4445,Georgetown,KY,38.2098,-84.5588,258,Eastern Daylight Time,-4
4446,Seaside,CA,36.6149,-121.8221,10,Pacific Daylight Time,-7
4447,Kissimmee,FL,28.292,-81.4076,15,Eastern Daylight Time,-4
4448,Oakland,MI,42.5922,-83.3362,285.902,Eastern Daylight Time,-4
4449,St. Petersburg,FL,27.7676,82.6403,13.4,Eastern Daylight Time,-4
4450,Berea,KY,37.56869,-84.29632,314,Central Daylight Time,-5
4451,Chatham,ON,42.404804,-82.19104,180,Eastern Daylight Time,-4
4452,Kahului,HI,20.88953,-156.47432,13,Hawaii-Aleutian Standard Time,-10
4453,La Crosse,WI,43.801357,-91.239578,204,Central Daylight Time,-5
4454,Maui,HI,20.7983626,-156.33192,663,Hawaii-Aleutian Standard Time,-10
4455,West Orange,NJ,40.79871,-74.23904,156,Eastern Daylight Time,-4
4456,White Plains,NY,41.033985,-73.762909,65,Eastern Daylight Time,-4
4457,Winter Garden,FL,28.542144,-81.597044,38,Eastern Daylight Time,-4
4458,Homewood,AL,33.47177,-86.80082,667,Central Daylight Time,-5
4459,Isla Vista,CA,34.41333,-119.86097,46,Pacific Daylight Time,-7
4460,Mansfield,CT,41.793125,-72.255272,195,Eastern Daylight Time,-4
4461,Montville,CT,41.4639922,-72.1556189,335,Eastern Daylight Time,-4
4462,North Andover,MA,42.698586,-71.131844,23,Eastern Daylight Time,-4
4463,Columbia,MO,38.951561,-92.328636,231,Central Daylight Time,-5
4464,Lawrence Township,NJ,40.2778055,-74.7294313,25,Eastern Daylight Time,-4
4465,Olean,NY,42.083637,-78.429924,560,Eastern Daylight Time,-4
4466,Fairborn,OH,,,,,
4467,Bryn Mawr,PA,,,,,
4468,Moon,PA,,,,,
4469,South Kingstown,RI,,,,,
4470,Springfield,OH,,,,,
4471,Midland,TX,,,,,
4472,Riviera Maya,MX,,,,,
4473,St. James,JA,,,,,
4474,Victoria,BC,,,,,
4475,Wilmington,DE,,,,,
4476,Saint George,UT,,,,,
4477,Stephenville,TX,,,,,
4478,La Jolla,CA,32.842674,-117.257767,32,Pacific Daylight Time,-7
4479,Alcorn State,MS,,,,,
4480,Belmont Park,NY,,,,,
4481,San Juan Capistrano,CA,33.501694,-117.662552,37,Pacific Daylight Time,-7
4482,St. Paul,MN,,,,,
4483,Canyon,TX,,,,,
4484,Naples,FL,,,,,
4485,Santa Cruz,CA,36.974117,-122.030792,11,Pacific Daylight Time,-7
4486,Henderson,NV,,,,,
4487,Pensacola,FL,,,,,
4488,Commerce,TX,,,,,
4489,Dublin,IR,,,,,
4490,Easton,MA,,,,,
4491,Laval,QC,,,,,
4492,London,GB,,,,,
4493,Union,NJ,,,,,
4494,Kihei,HI,,,,,
