"RowId","Tournament","Bracket","Slot","Team"
8985,"M",72,"R2X2","X15"
8986,"M",72,"R2Y1","Y09"
8987,"M",72,"R2Y4","Y13"
8988,"M",72,"R2Y3","Y11"
8989,"M",72,"R2Y2","Y02"
8990,"M",72,"R2Z1","Z01"
8991,"M",72,"R2Z4","Z04"
8992,"M",72,"R2Z3","Z03"
8993,"M",72,"R2Z2","Z02"
8994,"M",72,"R3W1","W01"
8995,"M",72,"R3W2","W07"
8996,"M",72,"R3X1","X01"
8997,"M",72,"R3X2","X03"
8998,"M",72,"R3Y1","Y09"
8999,"M",72,"R3Y2","Y02"
9000,"M",72,"R3Z1","Z01"
9001,"M",72,"R3Z2","Z02"
9002,"M",72,"R4W1","W01"
9003,"M",72,"R4X1","X01"
9004,"M",72,"R4Y1","Y02"
9005,"M",72,"R4Z1","Z02"
9006,"M",72,"R5WX","W01"
9007,"M",72,"R5YZ","Y02"
9008,"M",72,"R6CH","W01"
9009,"W",72,"R1W1","W01"
9010,"W",72,"R1W8","W08"
9011,"W",72,"R1W5","W05"
9012,"W",72,"R1W4","W04"
9013,"W",72,"R1W6","W06"
9014,"W",72,"R1W3","W03"
9015,"W",72,"R1W7","W10"
9016,"W",72,"R1W2","W02"
9017,"W",72,"R1X1","X01"
9018,"W",72,"R1X8","X08"
9019,"W",72,"R1X5","X05"
9020,"W",72,"R1X4","X04"
9021,"W",72,"R1X6","X11"
9022,"W",72,"R1X3","X03"
9023,"W",72,"R1X7","X07"
9024,"W",72,"R1X2","X02"
9025,"W",72,"R1Y1","Y01"
9026,"W",72,"R1Y8","Y08"
9027,"W",72,"R1Y5","Y05"
9028,"W",72,"R1Y4","Y04"
9029,"W",72,"R1Y6","Y11"
9030,"W",72,"R1Y3","Y03"
9031,"W",72,"R1Y7","Y07"
9032,"W",72,"R1Y2","Y02"
9033,"W",72,"R1Z1","Z01"
9034,"W",72,"R1Z8","Z08"
9035,"W",72,"R1Z5","Z05"
9036,"W",72,"R1Z4","Z13"
9037,"W",72,"R1Z6","Z11"
9038,"W",72,"R1Z3","Z03"
9039,"W",72,"R1Z7","Z07"
9040,"W",72,"R1Z2","Z02"
9041,"W",72,"R2W1","W01"
9042,"W",72,"R2W4","W04"
9043,"W",72,"R2W3","W03"
9044,"W",72,"R2W2","W10"
9045,"W",72,"R2X1","X01"
9046,"W",72,"R2X4","X04"
9047,"W",72,"R2X3","X03"
9048,"W",72,"R2X2","X02"
9049,"W",72,"R2Y1","Y01"
9050,"W",72,"R2Y4","Y04"
9051,"W",72,"R2Y3","Y03"
9052,"W",72,"R2Y2","Y07"
9053,"W",72,"R2Z1","Z08"
9054,"W",72,"R2Z4","Z05"
9055,"W",72,"R2Z3","Z11"
9056,"W",72,"R2Z2","Z02"
9057,"W",72,"R3W1","W01"
9058,"W",72,"R3W2","W03"
9059,"W",72,"R3X1","X01"
9060,"W",72,"R3X2","X03"
9061,"W",72,"R3Y1","Y04"
9062,"W",72,"R3Y2","Y03"
9063,"W",72,"R3Z1","Z05"
9064,"W",72,"R3Z2","Z11"
9065,"W",72,"R4W1","W03"
9066,"W",72,"R4X1","X01"
9067,"W",72,"R4Y1","Y03"
9068,"W",72,"R4Z1","Z11"
9069,"W",72,"R5WX","X01"
9070,"W",72,"R5YZ","Y03"
9071,"W",72,"R6CH","X01"
9072,"M",73,"R1W1","W01"
9073,"M",73,"R1W8","W08"
9074,"M",73,"R1W5","W12"
9075,"M",73,"R1W4","W13"
9076,"M",73,"R1W6","W06"
9077,"M",73,"R1W3","W14"
9078,"M",73,"R1W7","W07"
9079,"M",73,"R1W2","W02"
9080,"M",73,"R1X1","X01"
9081,"M",73,"R1X8","X08"
9082,"M",73,"R1X5","X05"
9083,"M",73,"R1X4","X04"
9084,"M",73,"R1X6","X11"
9085,"M",73,"R1X3","X14"
9086,"M",73,"R1X7","X07"
9087,"M",73,"R1X2","X02"
9088,"M",73,"R1Y1","Y01"
9089,"M",73,"R1Y8","Y09"
9090,"M",73,"R1Y5","Y05"
9091,"M",73,"R1Y4","Y04"
9092,"M",73,"R1Y6","Y11"
9093,"M",73,"R1Y3","Y03"
9094,"M",73,"R1Y7","Y07"
9095,"M",73,"R1Y2","Y02"
9096,"M",73,"R1Z1","Z01"
9097,"M",73,"R1Z8","Z08"
9098,"M",73,"R1Z5","Z12"
9099,"M",73,"R1Z4","Z04"
9100,"M",73,"R1Z6","Z06"
9101,"M",73,"R1Z3","Z03"
9102,"M",73,"R1Z7","Z07"
9103,"M",73,"R1Z2","Z02"
9104,"M",73,"R2W1","W01"
9105,"M",73,"R2W4","W12"
9106,"M",73,"R2W3","W14"
9107,"M",73,"R2W2","W02"
9108,"M",73,"R2X1","X01"
9109,"M",73,"R2X4","X04"
9110,"M",73,"R2X3","X11"
9111,"M",73,"R2X2","X02"
9112,"M",73,"R2Y1","Y01"
9113,"M",73,"R2Y4","Y04"
9114,"M",73,"R2Y3","Y11"
9115,"M",73,"R2Y2","Y02"
9116,"M",73,"R2Z1","Z01"
9117,"M",73,"R2Z4","Z04"
9118,"M",73,"R2Z3","Z06"
9119,"M",73,"R2Z2","Z02"
9120,"M",73,"R3W1","W01"
9121,"M",73,"R3W2","W14"
9122,"M",73,"R3X1","X01"
9123,"M",73,"R3X2","X02"
9124,"M",73,"R3Y1","Y01"
9125,"M",73,"R3Y2","Y02"
9126,"M",73,"R3Z1","Z04"
9127,"M",73,"R3Z2","Z02"
9128,"M",73,"R4W1","W01"
9129,"M",73,"R4X1","X02"
9130,"M",73,"R4Y1","Y01"
9131,"M",73,"R4Z1","Z02"
9132,"M",73,"R5WX","W01"
9133,"M",73,"R5YZ","Y01"
9134,"M",73,"R6CH","W01"
9135,"W",73,"R1W1","W01"
9136,"W",73,"R1W8","W09"
9137,"W",73,"R1W5","W12"
9138,"W",73,"R1W4","W04"
9139,"W",73,"R1W6","W06"
9140,"W",73,"R1W3","W03"
9141,"W",73,"R1W7","W07"
9142,"W",73,"R1W2","W02"
9143,"W",73,"R1X1","X01"
9144,"W",73,"R1X8","X08"
9145,"W",73,"R1X5","X05"
9146,"W",73,"R1X4","X04"
9147,"W",73,"R1X6","X06"
9148,"W",73,"R1X3","X03"
9149,"W",73,"R1X7","X07"
9150,"W",73,"R1X2","X02"
9151,"W",73,"R1Y1","Y01"
9152,"W",73,"R1Y8","Y09"
9153,"W",73,"R1Y5","Y05"
9154,"W",73,"R1Y4","Y04"
9155,"W",73,"R1Y6","Y06"
9156,"W",73,"R1Y3","Y03"
9157,"W",73,"R1Y7","Y10"
9158,"W",73,"R1Y2","Y02"
9159,"W",73,"R1Z1","Z16"
9160,"W",73,"R1Z8","Z09"
9161,"W",73,"R1Z5","Z05"
9162,"W",73,"R1Z4","Z04"
9163,"W",73,"R1Z6","Z06"
9164,"W",73,"R1Z3","Z03"
9165,"W",73,"R1Z7","Z07"
9166,"W",73,"R1Z2","Z02"
9167,"W",73,"R2W1","W01"
9168,"W",73,"R2W4","W12"
9169,"W",73,"R2W3","W03"
9170,"W",73,"R2W2","W02"
9171,"W",73,"R2X1","X01"
9172,"W",73,"R2X4","X05"
9173,"W",73,"R2X3","X03"
9174,"W",73,"R2X2","X02"
9175,"W",73,"R2Y1","Y01"
9176,"W",73,"R2Y4","Y04"
9177,"W",73,"R2Y3","Y03"
9178,"W",73,"R2Y2","Y02"
9179,"W",73,"R2Z1","Z09"
9180,"W",73,"R2Z4","Z04"
9181,"W",73,"R2Z3","Z03"
9182,"W",73,"R2Z2","Z02"
9183,"W",73,"R3W1","W01"
9184,"W",73,"R3W2","W03"
9185,"W",73,"R3X1","X01"
9186,"W",73,"R3X2","X02"
9187,"W",73,"R3Y1","Y01"
9188,"W",73,"R3Y2","Y02"
9189,"W",73,"R3Z1","Z04"
9190,"W",73,"R3Z2","Z02"
9191,"W",73,"R4W1","W01"
9192,"W",73,"R4X1","X02"
9193,"W",73,"R4Y1","Y01"
9194,"W",73,"R4Z1","Z02"
9195,"W",73,"R5WX","X02"
9196,"W",73,"R5YZ","Y01"
9197,"W",73,"R6CH","Y01"
9198,"M",74,"R1W1","W01"
9199,"M",74,"R1W8","W09"
9200,"M",74,"R1W5","W05"
9201,"M",74,"R1W4","W04"
9202,"M",74,"R1W6","W06"
9203,"M",74,"R1W3","W14"
9204,"M",74,"R1W7","W07"
9205,"M",74,"R1W2","W02"
9206,"M",74,"R1X1","X01"
9207,"M",74,"R1X8","X09"
9208,"M",74,"R1X5","X05"
9209,"M",74,"R1X4","X13"
9210,"M",74,"R1X6","X06"
9211,"M",74,"R1X3","X14"
9212,"M",74,"R1X7","X10"
9213,"M",74,"R1X2","X02"
9214,"M",74,"R1Y1","Y01"
9215,"M",74,"R1Y8","Y09"
9216,"M",74,"R1Y5","Y05"
9217,"M",74,"R1Y4","Y04"
9218,"M",74,"R1Y6","Y11"
9219,"M",74,"R1Y3","Y03"
9220,"M",74,"R1Y7","Y07"
9221,"M",74,"R1Y2","Y02"
9222,"M",74,"R1Z1","Z16"
9223,"M",74,"R1Z8","Z08"
9224,"M",74,"R1Z5","Z12"
9225,"M",74,"R1Z4","Z04"
9226,"M",74,"R1Z6","Z06"
9227,"M",74,"R1Z3","Z03"
9228,"M",74,"R1Z7","Z07"
9229,"M",74,"R1Z2","Z15"
9230,"M",74,"R2W1","W01"
9231,"M",74,"R2W4","W04"
9232,"M",74,"R2W3","W14"
9233,"M",74,"R2W2","W07"
9234,"M",74,"R2X1","X09"
9235,"M",74,"R2X4","X05"
9236,"M",74,"R2X3","X14"
9237,"M",74,"R2X2","X02"
9238,"M",74,"R2Y1","Y09"
9239,"M",74,"R2Y4","Y05"
9240,"M",74,"R2Y3","Y03"
9241,"M",74,"R2Y2","Y02"
9242,"M",74,"R2Z1","Z08"
9243,"M",74,"R2Z4","Z12"
9244,"M",74,"R2Z3","Z06"
9245,"M",74,"R2Z2","Z07"
9246,"M",74,"R3W1","W04"
9247,"M",74,"R3W2","W07"
9248,"M",74,"R3X1","X09"
9249,"M",74,"R3X2","X02"
9250,"M",74,"R3Y1","Y05"
9251,"M",74,"R3Y2","Y02"
9252,"M",74,"R3Z1","Z08"
9253,"M",74,"R3Z2","Z07"
9254,"M",74,"R4W1","W04"
9255,"M",74,"R4X1","X02"
9256,"M",74,"R4Y1","Y05"
9257,"M",74,"R4Z1","Z08"
9258,"M",74,"R5WX","W04"
9259,"M",74,"R5YZ","Y05"
9260,"M",74,"R6CH","Y05"
9261,"W",74,"R1W1","W01"
9262,"W",74,"R1W8","W09"
9263,"W",74,"R1W5","W12"
9264,"W",74,"R1W4","W04"
9265,"W",74,"R1W6","W06"
9266,"W",74,"R1W3","W03"
9267,"W",74,"R1W7","W10"
9268,"W",74,"R1W2","W02"
9269,"W",74,"R1X1","X01"
9270,"W",74,"R1X8","X09"
9271,"W",74,"R1X5","X05"
9272,"W",74,"R1X4","X04"
9273,"W",74,"R1X6","X06"
9274,"W",74,"R1X3","X03"
9275,"W",74,"R1X7","X07"
9276,"W",74,"R1X2","X02"
9277,"W",74,"R1Y1","Y01"
9278,"W",74,"R1Y8","Y09"
9279,"W",74,"R1Y5","Y05"
9280,"W",74,"R1Y4","Y04"
9281,"W",74,"R1Y6","Y06"
9282,"W",74,"R1Y3","Y03"
9283,"W",74,"R1Y7","Y10"
9284,"W",74,"R1Y2","Y02"
9285,"W",74,"R1Z1","Z01"
9286,"W",74,"R1Z8","Z08"
9287,"W",74,"R1Z5","Z05"
9288,"W",74,"R1Z4","Z04"
9289,"W",74,"R1Z6","Z11"
9290,"W",74,"R1Z3","Z03"
9291,"W",74,"R1Z7","Z07"
9292,"W",74,"R1Z2","Z02"
9293,"W",74,"R2W1","W09"
9294,"W",74,"R2W4","W04"
9295,"W",74,"R2W3","W03"
9296,"W",74,"R2W2","W02"
9297,"W",74,"R2X1","X01"
9298,"W",74,"R2X4","X05"
9299,"W",74,"R2X3","X06"
9300,"W",74,"R2X2","X02"
9301,"W",74,"R2Y1","Y09"
9302,"W",74,"R2Y4","Y05"
9303,"W",74,"R2Y3","Y06"
9304,"W",74,"R2Y2","Y10"
9305,"W",74,"R2Z1","Z01"
9306,"W",74,"R2Z4","Z05"
9307,"W",74,"R2Z3","Z03"
9308,"W",74,"R2Z2","Z02"
9309,"W",74,"R3W1","W09"
9310,"W",74,"R3W2","W02"
9311,"W",74,"R3X1","X01"
9312,"W",74,"R3X2","X02"
9313,"W",74,"R3Y1","Y09"
9314,"W",74,"R3Y2","Y10"
9315,"W",74,"R3Z1","Z05"
9316,"W",74,"R3Z2","Z02"
9317,"W",74,"R4W1","W09"
9318,"W",74,"R4X1","X02"
9319,"W",74,"R4Y1","Y10"
9320,"W",74,"R4Z1","Z02"
9321,"W",74,"R5WX","X02"
9322,"W",74,"R5YZ","Z02"
9323,"W",74,"R6CH","Z02"
9324,"M",75,"R1W1","W01"
9325,"M",75,"R1W8","W08"
9326,"M",75,"R1W5","W05"
9327,"M",75,"R1W4","W04"
9328,"M",75,"R1W6","W06"
9329,"M",75,"R1W3","W03"
9330,"M",75,"R1W7","W10"
9331,"M",75,"R1W2","W02"
9332,"M",75,"R1X1","X01"
9333,"M",75,"R1X8","X09"
9334,"M",75,"R1X5","X05"
9335,"M",75,"R1X4","X04"
9336,"M",75,"R1X6","X06"
9337,"M",75,"R1X3","X03"
9338,"M",75,"R1X7","X10"
9339,"M",75,"R1X2","X02"
9340,"M",75,"R1Y1","Y01"
9341,"M",75,"R1Y8","Y09"
9342,"M",75,"R1Y5","Y05"
9343,"M",75,"R1Y4","Y04"
9344,"M",75,"R1Y6","Y11"
9345,"M",75,"R1Y3","Y03"
9346,"M",75,"R1Y7","Y07"
9347,"M",75,"R1Y2","Y15"
9348,"M",75,"R1Z1","Z01"
9349,"M",75,"R1Z8","Z09"
9350,"M",75,"R1Z5","Z12"
9351,"M",75,"R1Z4","Z04"
9352,"M",75,"R1Z6","Z06"
9353,"M",75,"R1Z3","Z03"
9354,"M",75,"R1Z7","Z10"
9355,"M",75,"R1Z2","Z02"
9356,"M",75,"R2W1","W01"
9357,"M",75,"R2W4","W04"
9358,"M",75,"R2W3","W03"
9359,"M",75,"R2W2","W10"
9360,"M",75,"R2X1","X01"
9361,"M",75,"R2X4","X05"
9362,"M",75,"R2X3","X03"
9363,"M",75,"R2X2","X02"
9364,"M",75,"R2Y1","Y01"
9365,"M",75,"R2Y4","Y05"
9366,"M",75,"R2Y3","Y11"
9367,"M",75,"R2Y2","Y07"
9368,"M",75,"R2Z1","Z01"
9369,"M",75,"R2Z4","Z04"
9370,"M",75,"R2Z3","Z06"
9371,"M",75,"R2Z2","Z02"
9372,"M",75,"R3W1","W04"
9373,"M",75,"R3W2","W03"
9374,"M",75,"R3X1","X05"
9375,"M",75,"R3X2","X03"
9376,"M",75,"R3Y1","Y01"
9377,"M",75,"R3Y2","Y07"
9378,"M",75,"R3Z1","Z04"
9379,"M",75,"R3Z2","Z02"
9380,"M",75,"R4W1","W03"
9381,"M",75,"R4X1","X05"
9382,"M",75,"R4Y1","Y01"
9383,"M",75,"R4Z1","Z02"
9384,"M",75,"R5WX","X05"
9385,"M",75,"R5YZ","Y01"
9386,"M",75,"R6CH","X05"
9387,"W",75,"R1W1","W01"
9388,"W",75,"R1W8","W09"
9389,"W",75,"R1W5","W05"
9390,"W",75,"R1W4","W04"
9391,"W",75,"R1W6","W11"
9392,"W",75,"R1W3","W03"
9393,"W",75,"R1W7","W07"
9394,"W",75,"R1W2","W02"
9395,"W",75,"R1X1","X01"
9396,"W",75,"R1X8","X08"
9397,"W",75,"R1X5","X05"
9398,"W",75,"R1X4","X04"
9399,"W",75,"R1X6","X06"
9400,"W",75,"R1X3","X14"
9401,"W",75,"R1X7","X07"
9402,"W",75,"R1X2","X02"
9403,"W",75,"R1Y1","Y01"
9404,"W",75,"R1Y8","Y08"
9405,"W",75,"R1Y5","Y05"
9406,"W",75,"R1Y4","Y04"
9407,"W",75,"R1Y6","Y06"
9408,"W",75,"R1Y3","Y03"
9409,"W",75,"R1Y7","Y07"
9410,"W",75,"R1Y2","Y02"
9411,"W",75,"R1Z1","Z16"
9412,"W",75,"R1Z8","Z08"
9413,"W",75,"R1Z5","Z12"
9414,"W",75,"R1Z4","Z04"
9415,"W",75,"R1Z6","Z11"
9416,"W",75,"R1Z3","Z03"
9417,"W",75,"R1Z7","Z07"
9418,"W",75,"R1Z2","Z02"
9419,"W",75,"R2W1","W01"
9420,"W",75,"R2W4","W04"
9421,"W",75,"R2W3","W03"
9422,"W",75,"R2W2","W02"
9423,"W",75,"R2X1","X01"
9424,"W",75,"R2X4","X05"
9425,"W",75,"R2X3","X14"
9426,"W",75,"R2X2","X07"
9427,"W",75,"R2Y1","Y01"
9428,"W",75,"R2Y4","Y05"
9429,"W",75,"R2Y3","Y03"
9430,"W",75,"R2Y2","Y07"
9431,"W",75,"R2Z1","Z08"
9432,"W",75,"R2Z4","Z04"
9433,"W",75,"R2Z3","Z11"
9434,"W",75,"R2Z2","Z07"
9435,"W",75,"R3W1","W01"
9436,"W",75,"R3W2","W02"
9437,"W",75,"R3X1","X05"
9438,"W",75,"R3X2","X07"
9439,"W",75,"R3Y1","Y01"
9440,"W",75,"R3Y2","Y03"
9441,"W",75,"R3Z1","Z04"
9442,"W",75,"R3Z2","Z11"
9443,"W",75,"R4W1","W01"
9444,"W",75,"R4X1","X05"
9445,"W",75,"R4Y1","Y01"
9446,"W",75,"R4Z1","Z04"
9447,"W",75,"R5WX","W01"
9448,"W",75,"R5YZ","Y01"
9449,"W",75,"R6CH","W01"
9450,"M",76,"R1W1","W16"
9451,"M",76,"R1W8","W08"
9452,"M",76,"R1W5","W05"
9453,"M",76,"R1W4","W04"
9454,"M",76,"R1W6","W06"
9455,"M",76,"R1W3","W03"
9456,"M",76,"R1W7","W07"
9457,"M",76,"R1W2","W15"
9458,"M",76,"R1X1","X01"
9459,"M",76,"R1X8","X08"
9460,"M",76,"R1X5","X12"
9461,"M",76,"R1X4","X04"
9462,"M",76,"R1X6","X06"
9463,"M",76,"R1X3","X14"
9464,"M",76,"R1X7","X10"
9465,"M",76,"R1X2","X02"
9466,"M",76,"R1Y1","Y16"
9467,"M",76,"R1Y8","Y08"
9468,"M",76,"R1Y5","Y05"
9469,"M",76,"R1Y4","Y13"
9470,"M",76,"R1Y6","Y06"
9471,"M",76,"R1Y3","Y03"
9472,"M",76,"R1Y7","Y10"
9473,"M",76,"R1Y2","Y02"
9474,"M",76,"R1Z1","Z01"
9475,"M",76,"R1Z8","Z08"
9476,"M",76,"R1Z5","Z12"
9477,"M",76,"R1Z4","Z04"
9478,"M",76,"R1Z6","Z06"
9479,"M",76,"R1Z3","Z03"
9480,"M",76,"R1Z7","Z10"
9481,"M",76,"R1Z2","Z02"
9482,"M",76,"R2W1","W08"
9483,"M",76,"R2W4","W04"
9484,"M",76,"R2W3","W06"
9485,"M",76,"R2W2","W15"
9486,"M",76,"R2X1","X01"
9487,"M",76,"R2X4","X04"
9488,"M",76,"R2X3","X14"
9489,"M",76,"R2X2","X02"
9490,"M",76,"R2Y1","Y08"
9491,"M",76,"R2Y4","Y05"
9492,"M",76,"R2Y3","Y06"
9493,"M",76,"R2Y2","Y10"
9494,"M",76,"R2Z1","Z01"
9495,"M",76,"R2Z4","Z04"
9496,"M",76,"R2Z3","Z03"
9497,"M",76,"R2Z2","Z02"
9498,"M",76,"R3W1","W04"
9499,"M",76,"R3W2","W06"
9500,"M",76,"R3X1","X01"
9501,"M",76,"R3X2","X02"
9502,"M",76,"R3Y1","Y05"
9503,"M",76,"R3Y2","Y06"
9504,"M",76,"R3Z1","Z01"
9505,"M",76,"R3Z2","Z03"
9506,"M",76,"R4W1","W06"
9507,"M",76,"R4X1","X02"
9508,"M",76,"R4Y1","Y05"
9509,"M",76,"R4Z1","Z01"
9510,"M",76,"R5WX","W06"
9511,"M",76,"R5YZ","Z01"
9512,"M",76,"R6CH","Z01"
9513,"W",76,"R1W1","W01"
9514,"W",76,"R1W8","W08"
9515,"W",76,"R1W5","W05"
9516,"W",76,"R1W4","W04"
9517,"W",76,"R1W6","W11"
9518,"W",76,"R1W3","W14"
9519,"W",76,"R1W7","W07"
9520,"W",76,"R1W2","W02"
9521,"W",76,"R1X1","X01"
9522,"W",76,"R1X8","X09"
9523,"W",76,"R1X5","X05"
9524,"W",76,"R1X4","X04"
9525,"W",76,"R1X6","X11"
9526,"W",76,"R1X3","X03"
9527,"W",76,"R1X7","X07"
9528,"W",76,"R1X2","X02"
9529,"W",76,"R1Y1","Y01"
9530,"W",76,"R1Y8","Y08"
9531,"W",76,"R1Y5","Y05"
9532,"W",76,"R1Y4","Y04"
9533,"W",76,"R1Y6","Y06"
9534,"W",76,"R1Y3","Y03"
9535,"W",76,"R1Y7","Y07"
9536,"W",76,"R1Y2","Y02"
9537,"W",76,"R1Z1","Z01"
9538,"W",76,"R1Z8","Z09"
9539,"W",76,"R1Z5","Z12"
9540,"W",76,"R1Z4","Z04"
9541,"W",76,"R1Z6","Z06"
9542,"W",76,"R1Z3","Z03"
9543,"W",76,"R1Z7","Z07"
9544,"W",76,"R1Z2","Z02"
9545,"W",76,"R2W1","W01"
9546,"W",76,"R2W4","W05"
9547,"W",76,"R2W3","W11"
9548,"W",76,"R2W2","W02"
9549,"W",76,"R2X1","X01"
9550,"W",76,"R2X4","X04"
9551,"W",76,"R2X3","X03"
9552,"W",76,"R2X2","X02"
9553,"W",76,"R2Y1","Y01"
9554,"W",76,"R2Y4","Y04"
9555,"W",76,"R2Y3","Y03"
9556,"W",76,"R2Y2","Y02"
9557,"W",76,"R2Z1","Z01"
9558,"W",76,"R2Z4","Z04"
9559,"W",76,"R2Z3","Z03"
9560,"W",76,"R2Z2","Z02"
9561,"W",76,"R3W1","W01"
9562,"W",76,"R3W2","W02"
9563,"W",76,"R3X1","X01"
9564,"W",76,"R3X2","X02"
9565,"W",76,"R3Y1","Y04"
9566,"W",76,"R3Y2","Y02"
9567,"W",76,"R3Z1","Z01"
9568,"W",76,"R3Z2","Z02"
9569,"W",76,"R4W1","W01"
9570,"W",76,"R4X1","X02"
9571,"W",76,"R4Y1","Y04"
9572,"W",76,"R4Z1","Z02"
9573,"W",76,"R5WX","X02"
9574,"W",76,"R5YZ","Y04"
9575,"W",76,"R6CH","X02"
9576,"M",77,"R1W1","W01"
9577,"M",77,"R1W8","W09"
9578,"M",77,"R1W5","W05"
9579,"M",77,"R1W4","W04"
9580,"M",77,"R1W6","W06"
9581,"M",77,"R1W3","W03"
9582,"M",77,"R1W7","W10"
9583,"M",77,"R1W2","W02"
9584,"M",77,"R1X1","X01"
9585,"M",77,"R1X8","X09"
9586,"M",77,"R1X5","X05"
9587,"M",77,"R1X4","X04"
9588,"M",77,"R1X6","X06"
9589,"M",77,"R1X3","X14"
9590,"M",77,"R1X7","X10"
9591,"M",77,"R1X2","X15"
9592,"M",77,"R1Y1","Y01"
9593,"M",77,"R1Y8","Y08"
9594,"M",77,"R1Y5","Y05"
9595,"M",77,"R1Y4","Y04"
9596,"M",77,"R1Y6","Y11"
9597,"M",77,"R1Y3","Y03"
9598,"M",77,"R1Y7","Y10"
9599,"M",77,"R1Y2","Y02"
9600,"M",77,"R1Z1","Z01"
9601,"M",77,"R1Z8","Z08"
9602,"M",77,"R1Z5","Z05"
9603,"M",77,"R1Z4","Z04"
9604,"M",77,"R1Z6","Z11"
9605,"M",77,"R1Z3","Z03"
9606,"M",77,"R1Z7","Z07"
9607,"M",77,"R1Z2","Z02"
9608,"M",77,"R2W1","W01"
9609,"M",77,"R2W4","W04"
9610,"M",77,"R2W3","W06"
9611,"M",77,"R2W2","W02"
9612,"M",77,"R2X1","X01"
9613,"M",77,"R2X4","X04"
9614,"M",77,"R2X3","X06"
9615,"M",77,"R2X2","X10"
9616,"M",77,"R2Y1","Y08"
9617,"M",77,"R2Y4","Y04"
9618,"M",77,"R2Y3","Y03"
9619,"M",77,"R2Y2","Y02"
9620,"M",77,"R2Z1","Z01"
9621,"M",77,"R2Z4","Z04"
9622,"M",77,"R2Z3","Z11"
9623,"M",77,"R2Z2","Z02"
9624,"M",77,"R3W1","W01"
9625,"M",77,"R3W2","W02"
9626,"M",77,"R3X1","X04"
9627,"M",77,"R3X2","X10"
9628,"M",77,"R3Y1","Y08"
9629,"M",77,"R3Y2","Y02"
9630,"M",77,"R3Z1","Z01"
9631,"M",77,"R3Z2","Z02"
9632,"M",77,"R4W1","W02"
9633,"M",77,"R4X1","X10"
9634,"M",77,"R4Y1","Y02"
9635,"M",77,"R4Z1","Z01"
9636,"M",77,"R5WX","W02"
9637,"M",77,"R5YZ","Y02"
9638,"M",77,"R6CH","W02"
9639,"W",77,"R1W1","W01"
9640,"W",77,"R1W8","W08"
9641,"W",77,"R1W5","W05"
9642,"W",77,"R1W4","W04"
9643,"W",77,"R1W6","W06"
9644,"W",77,"R1W3","W03"
9645,"W",77,"R1W7","W10"
9646,"W",77,"R1W2","W02"
9647,"W",77,"R1X1","X01"
9648,"W",77,"R1X8","X08"
9649,"W",77,"R1X5","X12"
9650,"W",77,"R1X4","X04"
9651,"W",77,"R1X6","X06"
9652,"W",77,"R1X3","X03"
9653,"W",77,"R1X7","X07"
9654,"W",77,"R1X2","X02"
9655,"W",77,"R1Y1","Y01"
9656,"W",77,"R1Y8","Y09"
9657,"W",77,"R1Y5","Y05"
9658,"W",77,"R1Y4","Y04"
9659,"W",77,"R1Y6","Y06"
9660,"W",77,"R1Y3","Y03"
9661,"W",77,"R1Y7","Y10"
9662,"W",77,"R1Y2","Y15"
9663,"W",77,"R1Z1","Z01"
9664,"W",77,"R1Z8","Z08"
9665,"W",77,"R1Z5","Z12"
9666,"W",77,"R1Z4","Z04"
9667,"W",77,"R1Z6","Z06"
9668,"W",77,"R1Z3","Z03"
9669,"W",77,"R1Z7","Z07"
9670,"W",77,"R1Z2","Z02"
9671,"W",77,"R2W1","W01"
9672,"W",77,"R2W4","W04"
9673,"W",77,"R2W3","W03"
9674,"W",77,"R2W2","W02"
9675,"W",77,"R2X1","X01"
9676,"W",77,"R2X4","X04"
9677,"W",77,"R2X3","X06"
9678,"W",77,"R2X2","X02"
9679,"W",77,"R2Y1","Y09"
9680,"W",77,"R2Y4","Y05"
9681,"W",77,"R2Y3","Y03"
9682,"W",77,"R2Y2","Y10"
9683,"W",77,"R2Z1","Z08"
9684,"W",77,"R2Z4","Z04"
9685,"W",77,"R2Z3","Z03"
9686,"W",77,"R2Z2","Z02"
9687,"W",77,"R3W1","W01"
9688,"W",77,"R3W2","W03"
9689,"W",77,"R3X1","X04"
9690,"W",77,"R3X2","X06"
9691,"W",77,"R3Y1","Y05"
9692,"W",77,"R3Y2","Y03"
9693,"W",77,"R3Z1","Z08"
9694,"W",77,"R3Z2","Z02"
9695,"W",77,"R4W1","W01"
9696,"W",77,"R4X1","X04"
9697,"W",77,"R4Y1","Y03"
9698,"W",77,"R4Z1","Z02"
9699,"W",77,"R5WX","W01"
9700,"W",77,"R5YZ","Y03"
9701,"W",77,"R6CH","W01"
9702,"M",78,"R1W1","W16"
9703,"M",78,"R1W8","W09"
9704,"M",78,"R1W5","W05"
9705,"M",78,"R1W4","W13"
9706,"M",78,"R1W6","W11"
9707,"M",78,"R1W3","W14"
9708,"M",78,"R1W7","W10"
9709,"M",78,"R1W2","W15"
9710,"M",78,"R1X1","X01"
9711,"M",78,"R1X8","X08"
9712,"M",78,"R1X5","X05"
9713,"M",78,"R1X4","X13"
9714,"M",78,"R1X6","X06"
9715,"M",78,"R1X3","X03"
9716,"M",78,"R1X7","X07"
9717,"M",78,"R1X2","X02"
9718,"M",78,"R1Y1","Y01"
9719,"M",78,"R1Y8","Y09"
9720,"M",78,"R1Y5","Y05"
