Season,Daynum,wTeam,lTeam,Slot,Host,lat,lng,Round,Region,Team1,Team2,Team1_Name,Team2_Name
1993,146,1276,1396,R4Z1,seattle,47.6097,-122.3331,4,Z,1396,1276,Temple,Michigan
1993,152,1314,1242,R5WX,new_orleans,29.9667,-90.05,5,W,1314,1242,North Carolina,Kansas
1993,152,1276,1246,R5YZ,new_orleans,29.9667,-90.05,5,Y,1276,1246,Michigan,Kentucky
1993,154,1314,1276,R6CH,new_orleans,29.9667,-90.05,6,C,1314,1276,North Carolina,Michigan
1994,136,1163,1351,R1W2,uniondale,40.7031,-73.5911,1,W,1351,1163,Rider,Connecticut
1994,136,1196,1241,R1W3,uniondale,40.7031,-73.5911,1,W,1241,1196,James Madison,Florida
1994,136,1335,1304,R1W6,uniondale,40.7031,-73.5911,1,W,1335,1304,Penn,Nebraska
1994,136,1203,1412,R1W7,uniondale,40.7031,-73.5911,1,W,1412,1203,UAB,G Washington
1994,136,1345,1416,R1X1,oklahoma_city,35.4822,-97.535,1,X,1416,1345,UCF,Purdue
1994,136,1242,1151,R1X4,oklahoma_city,35.4822,-97.535,1,X,1242,1151,Kansas,Chattanooga
1994,136,1448,1158,R1X5,oklahoma_city,35.4822,-97.535,1,X,1448,1158,Wake Forest,Col Charleston
1994,136,1104,1344,R1X8,oklahoma_city,35.4822,-97.535,1,X,1344,1104,Providence,Alabama
1994,136,1269,1402,R1Y2,st_petersburg,27.7731,-82.64,1,Y,1402,1269,Texas St,Massachusetts
1994,136,1276,1337,R1Y3,st_petersburg,27.7731,-82.64,1,Y,1337,1276,Pepperdine,Michigan
1994,136,1400,1443,R1Y6,st_petersburg,27.7731,-82.64,1,Y,1443,1400,WKU,Texas
1994,136,1268,1387,R1Y7,st_petersburg,27.7731,-82.64,1,Y,1387,1268,St Louis,Maryland
1994,136,1281,1298,R1Z1,ogden,41.2278,-111.9611,1,Z,1298,1281,Navy,Missouri
1994,136,1393,1218,R1Z4,ogden,41.2278,-111.9611,1,Z,1393,1218,Syracuse,Hawaii
1994,136,1453,1143,R1Z5,ogden,41.2278,-111.9611,1,Z,1453,1143,WI Green Bay,California
1994,136,1458,1153,R1Z8,ogden,41.2278,-111.9611,1,Z,1458,1153,Wisconsin,Cincinnati
1994,137,1314,1251,R1W1,landover,38.9333,-76.9,1,W,1314,1251,North Carolina,Liberty
1994,137,1396,1180,R1W4,landover,38.9333,-76.9,1,W,1396,1180,Temple,Drexel
1994,137,1231,1325,R1W5,landover,38.9333,-76.9,1,W,1325,1231,Ohio,Indiana
1994,137,1130,1450,R1W8,landover,38.9333,-76.9,1,W,1450,1130,Washington St,Boston College
1994,137,1181,1411,R1X2,wichita,37.6889,-97.3361,1,X,1411,1181,TX Southern,Duke
1994,137,1246,1398,R1X3,wichita,37.6889,-97.3361,1,X,1398,1246,Tennessee St,Kentucky
1994,137,1266,1418,R1X6,wichita,37.6889,-97.3361,1,X,1418,1266,Louisiana,Marquette
1994,137,1277,1371,R1X7,wichita,37.6889,-97.3361,1,X,1371,1277,Seton Hall,Michigan St
1994,137,1116,1299,R1Y1,lexington,38.0297,-84.4947,1,Y,1299,1116,NC A&T,Arkansas
1994,137,1329,1308,R1Y4,lexington,38.0297,-84.4947,1,Y,1329,1308,Oklahoma St,New Mexico St
1994,137,1409,1417,R1Y5,lexington,38.0297,-84.4947,1,Y,1417,1409,UCLA,Tulsa
1994,137,1207,1228,R1Y8,lexington,38.0297,-84.4947,1,Y,1228,1207,Illinois,Georgetown
1994,137,1112,1259,R1Z2,sacramento,38.5556,-121.4689,1,Z,1259,1112,Loyola MD,Arizona
1994,137,1257,1129,R1Z3,sacramento,38.5556,-121.4689,1,Z,1257,1129,Louisville,Boise St
1994,137,1278,1356,R1Z6,sacramento,38.5556,-121.4689,1,Z,1356,1278,S Illinois,Minnesota
1994,137,1438,1307,R1Z7,sacramento,38.5556,-121.4689,1,Z,1438,1307,Virginia,New Mexico
1994,138,1163,1203,R2W2,uniondale,40.7031,-73.5911,2,W,1203,1163,G Washington,Connecticut
1994,138,1196,1335,R2W3,uniondale,40.7031,-73.5911,2,W,1335,1196,Penn,Florida
1994,138,1345,1104,R2X1,oklahoma_city,35.4822,-97.535,2,X,1345,1104,Purdue,Alabama
1994,138,1242,1448,R2X4,oklahoma_city,35.4822,-97.535,2,X,1448,1242,Wake Forest,Kansas
1994,138,1268,1269,R2Y2,st_petersburg,27.7731,-82.64,2,Y,1269,1268,Massachusetts,Maryland
1994,138,1276,1400,R2Y3,st_petersburg,27.7731,-82.64,2,Y,1400,1276,Texas,Michigan
1994,138,1281,1458,R2Z1,ogden,41.2278,-111.9611,2,Z,1458,1281,Wisconsin,Missouri
1994,138,1393,1453,R2Z4,ogden,41.2278,-111.9611,2,Z,1453,1393,WI Green Bay,Syracuse
1994,139,1130,1314,R2W1,landover,38.9333,-76.9,2,W,1314,1130,North Carolina,Boston College
1994,139,1231,1396,R2W4,landover,38.9333,-76.9,2,W,1396,1231,Temple,Indiana
1994,139,1181,1277,R2X2,wichita,37.6889,-97.3361,2,X,1277,1181,Michigan St,Duke
1994,139,1266,1246,R2X3,wichita,37.6889,-97.3361,2,X,1266,1246,Marquette,Kentucky
1994,139,1116,1207,R2Y1,lexington,38.0297,-84.4947,2,Y,1207,1116,Georgetown,Arkansas
1994,139,1409,1329,R2Y4,lexington,38.0297,-84.4947,2,Y,1409,1329,Tulsa,Oklahoma St
1994,139,1112,1438,R2Z2,sacramento,38.5556,-121.4689,2,Z,1438,1112,Virginia,Arizona
1994,139,1257,1278,R2Z3,sacramento,38.5556,-121.4689,2,Z,1278,1257,Minnesota,Louisville
1994,143,1345,1242,R3X1,dallas,32.7767,-96.797,3,X,1345,1242,Purdue,Kansas
1994,143,1181,1266,R3X2,dallas,32.7767,-96.797,3,X,1266,1181,Marquette,Duke
1994,143,1281,1393,R3Z1,los_angeles,34.05,-118.25,3,Z,1393,1281,Syracuse,Missouri
1994,143,1112,1257,R3Z2,los_angeles,34.05,-118.25,3,Z,1257,1112,Louisville,Arizona
1994,144,1130,1231,R3W1,miami,25.7877,-80.2241,3,W,1231,1130,Indiana,Boston College
1994,144,1196,1163,R3W2,miami,25.7877,-80.2241,3,W,1196,1163,Florida,Connecticut
1994,144,1116,1409,R3Y1,knoxville,35.9728,-83.9422,3,Y,1409,1116,Tulsa,Arkansas
1994,144,1276,1268,R3Y2,knoxville,35.9728,-83.9422,3,Y,1276,1268,Michigan,Maryland
1994,145,1181,1345,R4X1,dallas,32.7767,-96.797,4,X,1345,1181,Purdue,Duke
1994,145,1112,1281,R4Z1,los_angeles,34.05,-118.25,4,Z,1281,1112,Missouri,Arizona
1994,146,1196,1130,R4W1,miami,25.7877,-80.2241,4,W,1196,1130,Florida,Boston College
1994,146,1116,1276,R4Y1,knoxville,35.9728,-83.9422,4,Y,1276,1116,Michigan,Arkansas
1994,152,1181,1196,R5WX,charlotte,35.2269,-80.8433,5,W,1196,1181,Florida,Duke
1994,152,1116,1112,R5YZ,charlotte,35.2269,-80.8433,5,Y,1116,1112,Arkansas,Arizona
1994,154,1116,1181,R6CH,charlotte,35.2269,-80.8433,6,C,1181,1116,Duke,Arkansas
1995,136,1448,1299,R1W1,baltimore,39.2833,-76.6167,1,W,1448,1299,Wake Forest,NC A&T
1995,136,1329,1180,R1W4,baltimore,39.2833,-76.6167,1,W,1329,1180,Oklahoma St,Drexel
1995,136,1104,1335,R1W5,baltimore,39.2833,-76.6167,1,W,1335,1104,Penn,Alabama
1995,136,1387,1278,R1W8,baltimore,39.2833,-76.6167,1,W,1387,1278,St Louis,Minnesota
1995,136,1163,1151,R1X2,austin,30.25,-97.75,1,X,1163,1151,Connecticut,Chattanooga
1995,136,1268,1211,R1X3,austin,30.25,-97.75,1,X,1268,1211,Maryland,Gonzaga
1995,136,1400,1332,R1X6,austin,30.25,-97.75,1,X,1400,1332,Texas,Oregon
1995,136,1153,1396,R1X7,austin,30.25,-97.75,1,X,1396,1153,Temple,Cincinnati
1995,136,1242,1159,R1Y1,memphis,35.1174,-89.9711,1,Y,1242,1159,Kansas,Colgate
1995,136,1438,1311,R1Y4,memphis,35.1174,-89.9711,1,Y,1438,1311,Virginia,Nicholls St
1995,136,1275,1112,R1Y5,memphis,35.1174,-89.9711,1,Y,1275,1112,Miami OH,Arizona
1995,136,1443,1276,R1Y8,memphis,35.1174,-89.9711,1,Y,1443,1276,WKU,Michigan
1995,136,1246,1291,R1Z1,boise,43.6167,-116.2,1,Z,1291,1246,Mt St Mary's,Kentucky
1995,136,1264,1328,R1Z4,boise,43.6167,-116.2,1,Z,1328,1264,Oklahoma,Manhattan
1995,136,1113,1123,R1Z5,boise,43.6167,-116.2,1,Z,1123,1113,Ball St,Arizona St
1995,136,1408,1140,R1Z8,boise,43.6167,-116.2,1,Z,1408,1140,Tulane,BYU
1995,137,1269,1389,R1W2,albany,42.6525,-73.7572,1,W,1389,1269,St Peter's,Massachusetts
1995,137,1330,1437,R1W3,albany,42.6525,-73.7572,1,W,1437,1330,Villanova,Old Dominion
1995,137,1409,1228,R1W6,albany,42.6525,-73.7572,1,W,1409,1228,Tulsa,Illinois
1995,137,1390,1150,R1W7,albany,42.6525,-73.7572,1,W,1390,1150,Stanford,Charlotte
1995,137,1417,1198,R1X1,dayton,39.7594,-84.1917,1,X,1417,1198,UCLA,Florida Intl
1995,137,1428,1253,R1X4,dayton,39.7594,-84.1917,1,X,1428,1253,Utah,Long Beach St
1995,137,1280,1365,R1X5,dayton,39.7594,-84.1917,1,X,1365,1280,Santa Clara,Mississippi St
1995,137,1281,1231,R1X8,dayton,39.7594,-84.1917,1,X,1281,1231,Missouri,Indiana
1995,137,1116,1411,R1Y2,tallahassee,30.455,-84.2533,1,Y,1411,1116,TX Southern,Arkansas
1995,137,1345,1453,R1Y3,tallahassee,30.455,-84.2533,1,Y,1453,1345,WI Green Bay,Purdue
1995,137,1272,1257,R1Y6,tallahassee,30.455,-84.2533,1,Y,1272,1257,Memphis,Louisville
1995,137,1393,1356,R1Y7,tallahassee,30.455,-84.2533,1,Y,1393,1356,Syracuse,S Illinois
1995,137,1314,1293,R1Z2,salt_lake_city,40.75,-111.8833,1,Z,1314,1293,North Carolina,Murray St
1995,137,1451,1277,R1Z3,salt_lake_city,40.75,-111.8833,1,Z,1451,1277,Weber St,Michigan St
1995,137,1207,1462,R1Z6,salt_lake_city,40.75,-111.8833,1,Z,1462,1207,Xavier,Georgetown
1995,137,1235,1196,R1Z7,salt_lake_city,40.75,-111.8833,1,Z,1235,1196,Iowa St,Florida
1995,138,1448,1387,R2W1,baltimore,39.2833,-76.6167,2,W,1448,1387,Wake Forest,St Louis
1995,138,1329,1104,R2W4,baltimore,39.2833,-76.6167,2,W,1329,1104,Oklahoma St,Alabama
1995,138,1163,1153,R2X2,austin,30.25,-97.75,2,X,1163,1153,Connecticut,Cincinnati
1995,138,1268,1400,R2X3,austin,30.25,-97.75,2,X,1400,1268,Texas,Maryland
1995,138,1242,1443,R2Y1,memphis,35.1174,-89.9711,2,Y,1443,1242,WKU,Kansas
1995,138,1438,1275,R2Y4,memphis,35.1174,-89.9711,2,Y,1438,1275,Virginia,Miami OH
1995,138,1246,1408,R2Z1,boise,43.6167,-116.2,2,Z,1408,1246,Tulane,Kentucky
1995,138,1113,1264,R2Z4,boise,43.6167,-116.2,2,Z,1264,1113,Manhattan,Arizona St
1995,139,1269,1390,R2W2,albany,42.6525,-73.7572,2,W,1390,1269,Stanford,Massachusetts
1995,139,1409,1330,R2W3,albany,42.6525,-73.7572,2,W,1409,1330,Tulsa,Old Dominion
1995,139,1417,1281,R2X1,dayton,39.7594,-84.1917,2,X,1417,1281,UCLA,Missouri
1995,139,1280,1428,R2X4,dayton,39.7594,-84.1917,2,X,1428,1280,Utah,Mississippi St
1995,139,1116,1393,R2Y2,tallahassee,30.455,-84.2533,2,Y,1393,1116,Syracuse,Arkansas
1995,139,1272,1345,R2Y3,tallahassee,30.455,-84.2533,2,Y,1345,1272,Purdue,Memphis
1995,139,1314,1235,R2Z2,salt_lake_city,40.75,-111.8833,2,Z,1314,1235,North Carolina,Iowa St
1995,139,1207,1451,R2Z3,salt_lake_city,40.75,-111.8833,2,Z,1451,1207,Weber St,Georgetown
1995,143,1417,1280,R3X1,kansas_city,39.0997,-94.5783,3,X,1417,1280,UCLA,Mississippi St
1995,143,1163,1268,R3X2,kansas_city,39.0997,-94.5783,3,X,1268,1163,Maryland,Connecticut
1995,143,1246,1113,R3Z1,oakland,37.8044,-122.2708,3,Z,1246,1113,Kentucky,Arizona St
1995,143,1314,1207,R3Z2,oakland,37.8044,-122.2708,3,Z,1314,1207,North Carolina,Georgetown
1995,144,1329,1448,R3W1,east_rutherford,40.8171,-74.085,3,W,1448,1329,Wake Forest,Oklahoma St
1995,144,1269,1409,R3W2,east_rutherford,40.8171,-74.085,3,W,1409,1269,Tulsa,Massachusetts
1995,144,1438,1242,R3Y1,birmingham,33.525,-86.813,3,Y,1438,1242,Virginia,Kansas
1995,144,1116,1272,R3Y2,birmingham,33.525,-86.813,3,Y,1272,1116,Memphis,Arkansas
1995,145,1417,1163,R4X1,kansas_city,39.0997,-94.5783,4,X,1417,1163,UCLA,Connecticut
1995,145,1314,1246,R4Z1,oakland,37.8044,-122.2708,4,Z,1314,1246,North Carolina,Kentucky
1995,146,1329,1269,R4W1,east_rutherford,40.8171,-74.085,4,W,1329,1269,Oklahoma St,Massachusetts
1995,146,1116,1438,R4Y1,birmingham,33.525,-86.813,4,Y,1438,1116,Virginia,Arkansas
1995,152,1417,1329,R5WX,seattle,47.6097,-122.3331,5,W,1417,1329,UCLA,Oklahoma St
1995,152,1116,1314,R5YZ,seattle,47.6097,-122.3331,5,Y,1314,1116,North Carolina,Arkansas
1995,154,1417,1116,R6CH,seattle,47.6097,-122.3331,6,C,1417,1116,UCLA,Arkansas
1996,136,1269,1416,R1W1,providence,41.8236,-71.4222,1,W,1416,1269,UCF,Massachusetts
1996,136,1266,1284,R1W4,providence,41.8236,-71.4222,1,W,1284,1266,Monmouth NJ,Marquette
1996,136,1116,1336,R1W5,providence,41.8236,-71.4222,1,W,1336,1116,Penn St,Arkansas
1996,136,1390,1133,R1W8,providence,41.8236,-71.4222,1,W,1390,1133,Stanford,Bradley
1996,136,1246,1363,R1X1,dallas,32.7767,-96.797,1,X,1363,1246,San Jose St,Kentucky
1996,136,1428,1145,R1X4,dallas,32.7767,-96.797,1,X,1428,1145,Utah,Canisius
1996,136,1235,1143,R1X5,dallas,32.7767,-96.797,1,X,1235,1143,Iowa St,California
1996,136,1439,1453,R1X8,dallas,32.7767,-96.797,1,X,1453,1439,WI Green Bay,Virginia Tech
1996,136,1163,1159,R1Y1,indianapolis,39.791,-86.148,1,Y,1163,1159,Connecticut,Colgate
1996,136,1343,1417,R1Y4,indianapolis,39.791,-86.148,1,Y,1417,1343,UCLA,Princeton
1996,136,1280,1433,R1Y5,indianapolis,39.791,-86.148,1,Y,1433,1280,VCU,Mississippi St
1996,136,1185,1181,R1Y8,indianapolis,39.791,-86.148,1,Y,1185,1181,E Michigan,Duke
1996,136,1345,1441,R1Z1,albuquerque,35.1107,-106.61,1,Z,1441,1345,W Carolina,Purdue
1996,136,1393,1286,R1Z4,albuquerque,35.1107,-106.61,1,Z,1393,1286,Syracuse,Montana St
1996,136,1180,1272,R1Z5,albuquerque,35.1107,-106.61,1,Z,1272,1180,Memphis,Drexel
1996,136,1208,1155,R1Z8,albuquerque,35.1107,-106.61,1,Z,1208,1155,Georgia,Clemson
1996,137,1207,1290,R1W2,richmond,37.5333,-77.4667,1,W,1290,1207,MS Valley St,Georgetown
1996,137,1403,1296,R1W3,richmond,37.5333,-77.4667,1,W,1403,1296,Texas Tech,N Illinois
1996,137,1314,1309,R1W6,richmond,37.5333,-77.4667,1,W,1314,1309,North Carolina,New Orleans
1996,137,1307,1243,R1W7,richmond,37.5333,-77.4667,1,W,1307,1243,New Mexico,Kansas St
1996,137,1448,1419,R1X2,milwaukee,43.05,-87.95,1,X,1448,1419,Wake Forest,ULM
1996,137,1437,1339,R1X3,milwaukee,43.05,-87.95,1,X,1437,1339,Villanova,Portland
1996,137,1257,1409,R1X6,milwaukee,43.05,-87.95,1,X,1409,1257,Tulsa,Louisville
1996,137,1400,1276,R1X7,milwaukee,43.05,-87.95,1,X,1400,1276,Texas,Michigan
1996,137,1153,1422,R1Y2,orlando,28.4158,-81.2989,1,Y,1422,1153,UNC Greensboro,Cincinnati
1996,137,1210,1122,R1Y3,orlando,28.4158,-81.2989,1,Y,1210,1122,Georgia Tech,Austin Peay
1996,137,1130,1231,R1Y6,orlando,28.4158,-81.2989,1,Y,1231,1130,Indiana,Boston College
1996,137,1396,1328,R1Y7,orlando,28.4158,-81.2989,1,Y,1396,1328,Temple,Oklahoma
1996,137,1242,1354,R1Z2,tempe,33.4294,-111.9431,1,Z,1354,1242,S Carolina St,Kansas
1996,137,1112,1434,R1Z3,tempe,33.4294,-111.9431,1,Z,1434,1112,Valparaiso,Arizona
1996,137,1234,1203,R1Z6,tempe,33.4294,-111.9431,1,Z,1234,1203,Iowa,G Washington
1996,137,1365,1268,R1Z7,tempe,33.4294,-111.9431,1,Z,1365,1268,Santa Clara,Maryland
1996,138,1269,1390,R2W1,providence,41.8236,-71.4222,2,W,1390,1269,Stanford,Massachusetts
1996,138,1116,1266,R2W4,providence,41.8236,-71.4222,2,W,1266,1116,Marquette,Arkansas
1996,138,1246,1439,R2X1,dallas,32.7767,-96.797,2,X,1439,1246,Virginia Tech,Kentucky
1996,138,1428,1235,R2X4,dallas,32.7767,-96.797,2,X,1428,1235,Utah,Iowa St
1996,138,1163,1185,R2Y1,indianapolis,39.791,-86.148,2,Y,1185,1163,E Michigan,Connecticut
1996,138,1280,1343,R2Y4,indianapolis,39.791,-86.148,2,Y,1343,1280,Princeton,Mississippi St
1996,138,1208,1345,R2Z1,albuquerque,35.1107,-106.61,2,Z,1345,1208,Purdue,Georgia
1996,138,1393,1180,R2Z4,albuquerque,35.1107,-106.61,2,Z,1393,1180,Syracuse,Drexel
1996,139,1207,1307,R2W2,richmond,37.5333,-77.4667,2,W,1307,1207,New Mexico,Georgetown
1996,139,1403,1314,R2W3,richmond,37.5333,-77.4667,2,W,1403,1314,Texas Tech,North Carolina
1996,139,1448,1400,R2X2,milwaukee,43.05,-87.95,2,X,1448,1400,Wake Forest,Texas
1996,139,1257,1437,R2X3,milwaukee,43.05,-87.95,2,X,1437,1257,Villanova,Louisville
1996,139,1153,1396,R2Y2,orlando,28.4158,-81.2989,2,Y,1396,1153,Temple,Cincinnati
1996,139,1210,1130,R2Y3,orlando,28.4158,-81.2989,2,Y,1210,1130,Georgia Tech,Boston College
1996,139,1242,1365,R2Z2,tempe,33.4294,-111.9431,2,Z,1365,1242,Santa Clara,Kansas
1996,139,1112,1234,R2Z3,tempe,33.4294,-111.9431,2,Z,1234,1112,Iowa,Arizona
1996,143,1269,1116,R3W1,atlanta,33.755,-84.39,3,W,1269,1116,Massachusetts,Arkansas
1996,143,1207,1403,R3W2,atlanta,33.755,-84.39,3,W,1403,1207,Texas Tech,Georgetown
1996,143,1246,1428,R3X1,minneapolis,44.9778,-93.265,3,X,1428,1246,Utah,Kentucky
1996,143,1448,1257,R3X2,minneapolis,44.9778,-93.265,3,X,1448,1257,Wake Forest,Louisville
1996,144,1280,1163,R3Y1,lexington,38.0297,-84.4947,3,Y,1280,1163,Mississippi St,Connecticut
1996,144,1153,1210,R3Y2,lexington,38.0297,-84.4947,3,Y,1210,1153,Georgia Tech,Cincinnati
1996,144,1393,1208,R3Z1,denver,39.7392,-104.9903,3,Z,1393,1208,Syracuse,Georgia
1996,144,1242,1112,R3Z2,denver,39.7392,-104.9903,3,Z,1242,1112,Kansas,Arizona
1996,145,1269,1207,R4W1,atlanta,33.755,-84.39,4,W,1269,1207,Massachusetts,Georgetown
1996,145,1246,1448,R4X1,minneapolis,44.9778,-93.265,4,X,1448,1246,Wake Forest,Kentucky
1996,146,1280,1153,R4Y1,lexington,38.0297,-84.4947,4,Y,1280,1153,Mississippi St,Cincinnati
1996,146,1393,1242,R4Z1,denver,39.7392,-104.9903,4,Z,1393,1242,Syracuse,Kansas
1996,152,1246,1269,R5WX,east_rutherford,40.8171,-74.085,5,W,1269,1246,Massachusetts,Kentucky
1996,152,1393,1280,R5YZ,east_rutherford,40.8171,-74.085,5,Y,1393,1280,Syracuse,Mississippi St
1996,154,1246,1393,R6CH,east_rutherford,40.8171,-74.085,6,C,1393,1246,Syracuse,Kentucky
1997,136,1314,1193,R1W1,winstonsalem,36.1028,-80.2605,1,W,1314,1193,North Carolina,Fairfield
1997,136,1437,1254,R1W4,winstonsalem,36.1028,-80.2605,1,W,1437,1254,Villanova,LIU Brooklyn
1997,136,1143,1343,R1W5,winstonsalem,36.1028,-80.2605,1,W,1343,1143,Princeton,California
1997,136,1160,1231,R1W8,winstonsalem,36.1028,-80.2605,1,W,1231,1160,Indiana,Colorado
1997,136,1242,1238,R1X1,kansas_city,39.0997,-94.5783,1,X,1242,1238,Kansas,Jackson St
1997,136,1112,1375,R1X4,kansas_city,39.0997,-94.5783,1,X,1375,1112,South Alabama,Arizona
1997,136,1158,1268,R1X5,kansas_city,39.0997,-94.5783,1,X,1268,1158,Maryland,Col Charleston
1997,136,1345,1348,R1X8,kansas_city,39.0997,-94.5783,1,X,1348,1345,Rhode Island,Purdue
1997,136,1417,1149,R1Y2,charlotte,35.2269,-80.8433,1,Y,1417,1149,UCLA,Charleston So
1997,136,1153,1139,R1Y3,charlotte,35.2269,-80.8433,1,Y,1153,1139,Cincinnati,Butler
1997,136,1235,1229,R1Y6,charlotte,35.2269,-80.8433,1,Y,1235,1229,Iowa St,Illinois St
1997,136,1462,1435,R1Y7,charlotte,35.2269,-80.8433,1,Y,1462,1435,Xavier,Vanderbilt
1997,136,1246,1285,R1Z1,salt_lake_city,40.75,-111.8833,1,Z,1285,1246,Montana,Kentucky
1997,136,1386,1334,R1Z4,salt_lake_city,40.75,-111.8833,1,Z,1386,1334,St Joseph's PA,Pacific
1997,136,1130,1434,R1Z5,salt_lake_city,40.75,-111.8833,1,Z,1434,1130,Valparaiso,Boston College
1997,136,1234,1438,R1Z8,salt_lake_city,40.75,-111.8833,1,Z,1438,1234,Virginia,Iowa
1997,137,1164,1376,R1W2,pittsburgh,40.4417,-80,1,W,1376,1164,South Carolina,Coppin St
1997,137,1307,1330,R1W3,pittsburgh,40.4417,-80,1,W,1330,1307,Old Dominion,New Mexico
1997,137,1257,1269,R1W6,pittsburgh,40.4417,-80,1,W,1269,1257,Massachusetts,Louisville
1997,137,1400,1458,R1W7,pittsburgh,40.4417,-80,1,W,1458,1400,Wisconsin,Texas
1997,137,1181,1293,R1X2,auburn_hills,42.6875,-83.2342,1,X,1293,1181,Murray St,Duke
1997,137,1151,1208,R1X3,auburn_hills,42.6875,-83.2342,1,X,1208,1151,Georgia,Chattanooga
1997,137,1228,1425,R1X6,auburn_hills,42.6875,-83.2342,1,X,1425,1228,USC,Illinois
1997,137,1344,1266,R1X7,auburn_hills,42.6875,-83.2342,1,X,1344,1266,Providence,Marquette
1997,137,1278,1402,R1Y1,memphis,35.1174,-89.9711,1,Y,1402,1278,Texas St,Minnesota
1997,137,1155,1275,R1Y4,memphis,35.1174,-89.9711,1,Y,1275,1155,Miami OH,Clemson
1997,137,1409,1131,R1Y5,memphis,35.1174,-89.9711,1,Y,1409,1131,Tulsa,Boston Univ
1997,137,1396,1279,R1Y8,memphis,35.1174,-89.9711,1,Y,1396,1279,Temple,Mississippi
1997,137,1428,1298,R1Z2,tucson,32.2217,-110.9264,1,Z,1428,1298,Utah,Navy
1997,137,1448,1388,R1Z3,tucson,32.2217,-110.9264,1,Z,1448,1388,Wake Forest,St Mary's CA
1997,137,1390,1328,R1Z6,tucson,32.2217,-110.9264,1,Z,1390,1328,Stanford,Oklahoma
1997,137,1150,1207,R1Z7,tucson,32.2217,-110.9264,1,Z,1207,1150,Georgetown,Charlotte
1997,138,1314,1160,R2W1,winstonsalem,36.1028,-80.2605,2,W,1314,1160,North Carolina,Colorado
1997,138,1143,1437,R2W4,winstonsalem,36.1028,-80.2605,2,W,1437,1143,Villanova,California
1997,138,1242,1345,R2X1,kansas_city,39.0997,-94.5783,2,X,1345,1242,Purdue,Kansas
1997,138,1112,1158,R2X4,kansas_city,39.0997,-94.5783,2,X,1158,1112,Col Charleston,Arizona
1997,138,1417,1462,R2Y2,charlotte,35.2269,-80.8433,2,Y,1462,1417,Xavier,UCLA
1997,138,1235,1153,R2Y3,charlotte,35.2269,-80.8433,2,Y,1235,1153,Iowa St,Cincinnati
1997,138,1246,1234,R2Z1,salt_lake_city,40.75,-111.8833,2,Z,1246,1234,Kentucky,Iowa
1997,138,1386,1130,R2Z4,salt_lake_city,40.75,-111.8833,2,Z,1386,1130,St Joseph's PA,Boston College
1997,139,1400,1164,R2W2,pittsburgh,40.4417,-80,2,W,1400,1164,Texas,Coppin St
1997,139,1257,1307,R2W3,pittsburgh,40.4417,-80,2,W,1307,1257,New Mexico,Louisville
1997,139,1344,1181,R2X2,auburn_hills,42.6875,-83.2342,2,X,1344,1181,Providence,Duke
1997,139,1151,1228,R2X3,auburn_hills,42.6875,-83.2342,2,X,1228,1151,Illinois,Chattanooga
1997,139,1278,1396,R2Y1,memphis,35.1174,-89.9711,2,Y,1396,1278,Temple,Minnesota
1997,139,1155,1409,R2Y4,memphis,35.1174,-89.9711,2,Y,1409,1155,Tulsa,Clemson
1997,139,1428,1150,R2Z2,tucson,32.2217,-110.9264,2,Z,1428,1150,Utah,Charlotte
1997,139,1390,1448,R2Z3,tucson,32.2217,-110.9264,2,Z,1448,1390,Wake Forest,Stanford
1997,143,1278,1155,R3Y1,birmingham,33.525,-86.813,3,Y,1278,1155,Minnesota,Clemson
1997,143,1417,1235,R3Y2,birmingham,33.525,-86.813,3,Y,1417,1235,UCLA,Iowa St
1997,143,1246,1386,R3Z1,san_jose,37.3382,-121.8863,3,Z,1386,1246,St Joseph's PA,Kentucky
1997,143,1428,1390,R3Z2,san_jose,37.3382,-121.8863,3,Z,1428,1390,Utah,Stanford
1997,144,1314,1143,R3W1,syracuse,43.0469,-76.1444,3,W,1314,1143,North Carolina,California
1997,144,1257,1400,R3W2,syracuse,43.0469,-76.1444,3,W,1400,1257,Texas,Louisville
1997,144,1112,1242,R3X1,san_antonio,29.4167,-98.5,3,X,1242,1112,Kansas,Arizona
1997,144,1344,1151,R3X2,san_antonio,29.4167,-98.5,3,X,1344,1151,Providence,Chattanooga
1997,145,1278,1417,R4Y1,birmingham,33.525,-86.813,4,Y,1417,1278,UCLA,Minnesota
1997,145,1246,1428,R4Z1,san_jose,37.3382,-121.8863,4,Z,1428,1246,Utah,Kentucky
1997,146,1314,1257,R4W1,syracuse,43.0469,-76.1444,4,W,1314,1257,North Carolina,Louisville
1997,146,1112,1344,R4X1,san_antonio,29.4167,-98.5,4,X,1344,1112,Providence,Arizona
1997,152,1112,1314,R5WX,indianapolis,39.791,-86.148,5,W,1314,1112,North Carolina,Arizona
1997,152,1246,1278,R5YZ,indianapolis,39.791,-86.148,5,Y,1278,1246,Minnesota,Kentucky
1997,154,1112,1246,R6CH,indianapolis,39.791,-86.148,6,C,1246,1112,Kentucky,Arizona
1998,136,1314,1298,R1W1,hartford,41.7627,-72.6743,1,W,1314,1298,North Carolina,Navy
1998,136,1163,1192,R1W2,washington,38.8951,-77.0367,1,W,1192,1163,F Dickinson,Connecticut
1998,136,1350,1376,R1W3,washington,38.8951,-77.0367,1,W,1376,1350,South Carolina,Richmond
1998,136,1277,1185,R1W4,hartford,41.7627,-72.6743,1,W,1277,1185,Michigan St,E Michigan
